"","area","bordering_language_richness","L1_pop","bordering_language_richness_perkm","bordering_language_evenness","roughness","altitude_range","islands11km","small_family","isolate_or_mono","vehicularity","BIC","delta","reLL","weights","model_id","Nparam"
"1747"," ","X","X","X"," "," ","X"," "," "," ","X",838.441963084217,68.2698447761459,1.49758529378481e-15,4.22857431572077e-16,786,5
"1748"," "," ","X"," ","X"," ","X"," "," "," ","X",838.442892606202,68.2707742981308,1.49688943627358e-15,4.22660949594616e-16,465,4
"1749","X","X","X"," "," ","X"," "," "," "," "," ",838.444552069939,68.2724337618681,1.49564793453249e-15,4.22310399786395e-16,234,4
"1750"," "," "," "," ","X","X","X"," "," "," ","X",838.461231231961,68.28911292389,1.48322672325719e-15,4.18803152807754e-16,530,4
"1751","X"," ","X","X","X","X"," "," "," "," "," ",838.462090523224,68.2899722151527,1.48258959825402e-15,4.18623254511778e-16,646,5
"1752","X","X","X","X","X"," "," "," "," "," ","X",838.474501237075,68.3023829290038,1.47341808630555e-15,4.16033591003288e-16,1029,6
"1753","X","X","X","X","X","X","X","X"," ","X","X",838.488140787203,68.3160224791319,1.46340389246909e-15,4.13205988260044e-16,2038,10
"1754","X"," "," ","X","X"," ","X"," "," "," ","X",838.517009692362,68.3448913842915,1.4424321800981e-15,4.07284426085476e-16,710,5
"1755"," "," "," ","X","X","X","X","X"," "," "," ",838.65870372608,68.4865854180086,1.34377616711536e-15,3.79427963797713e-16,968,5
"1756","X","X","X"," ","X"," "," "," "," "," ","X",838.68730302855,68.515184720479,1.3246973717489e-15,3.74040884718056e-16,574,5
"1757","X","X"," ","X","X"," ","X"," "," "," ","X",838.705620541395,68.533502233324,1.31262018163109e-15,3.70630775380698e-16,1088,6
"1758"," ","X"," ","X"," ","X","X"," "," "," ","X",838.715838470839,68.5437201627676,1.3059311529852e-15,3.68742064611e-16,846,5
"1759","X","X","X","X","X","X"," "," "," "," "," ",838.725177119996,68.5530588119249,1.29984755076444e-15,3.67024301742701e-16,1024,6
"1760"," ","X","X","X","X","X"," ","X"," "," "," ",838.776212606259,68.6040942981876,1.26709799924325e-15,3.57777154819676e-16,1277,6
"1761"," ","X","X"," ","X","X","X"," "," "," "," ",838.794683064886,68.6225647568152,1.25544992775087e-15,3.54488211201922e-16,793,5
"1762","X"," ","X"," "," ","X"," ","X","X"," ","X",838.80435456583,68.632236257759,1.24939354056103e-15,3.52778132756087e-16,1212,6
"1763","X"," ","X","X","X","X","X","X","X"," ","X",838.812191787838,68.6400734797669,1.24450723330607e-15,3.51398437493133e-16,2018,9
"1764"," "," ","X","X","X","X"," "," "," "," ","X",838.825343533144,68.6532252250734,1.23635036089428e-15,3.49095267094741e-16,902,5
"1765","X","X"," "," ","X","X"," "," "," "," ","X",838.86093994624,68.6888216381691,1.21454020834714e-15,3.42936963373042e-16,615,5
"1766"," ","X","X","X","X"," "," ","X"," "," ","X",838.861038847001,68.68892053893,1.21448015035671e-15,3.42920005429021e-16,1287,6
"1767"," ","X","X","X"," ","X"," "," "," "," ","X",838.867599014793,68.6954807067224,1.21050307970175e-15,3.41797041755889e-16,782,5
"1768","X"," "," "," ","X","X","X"," "," "," "," ",838.897260505605,68.725142197534,1.19268288671599e-15,3.36765341012465e-16,317,4
"1769","X"," "," "," ","X"," ","X","X"," "," "," ",838.917412711209,68.7452944031379,1.1807256337603e-15,3.33389097071979e-16,322,4
"1770","X","X","X"," "," "," "," "," "," "," ","X",838.994666108821,68.8225478007505,1.1359877019992e-15,3.2075691712413e-16,239,4
"1771","X","X"," "," "," "," "," ","X"," "," ","X",839.004240401684,68.8321220936135,1.1305625583644e-15,3.19225076291527e-16,264,4
"1772"," ","X","X"," "," "," ","X","X"," "," "," ",839.033287424962,68.8611691168907,1.11426148086865e-15,3.14622312235072e-16,370,4
"1773","X","X"," ","X","X","X","X"," "," "," "," ",839.066798774115,68.8946804660441,1.09574682405198e-15,3.09394523033063e-16,1080,6
"1774","X","X"," "," "," ","X"," "," "," "," ","X",839.102386435225,68.9302681271537,1.07642173431044e-15,3.03937900397331e-16,257,4
"1775"," ","X"," "," "," ","X","X","X"," "," "," ",839.123999017865,68.9518807097943,1.06485223175987e-15,3.00671141466534e-16,416,4
"1776"," ","X","X"," ","X"," ","X"," "," "," ","X",839.176312472578,69.0041941645067,1.03736029917349e-15,2.9290853318594e-16,801,5
"1777"," ","X"," "," ","X","X","X"," "," "," ","X",839.185125160691,69.0130068526204,1.03279938863443e-15,2.91620716776296e-16,866,5
"1778","X"," "," ","X","X"," "," ","X"," "," ","X",839.203887293989,69.0317689859181,1.02315593240964e-15,2.88897795318924e-16,713,5
"1779","X","X","X","X","X","X","X","X","X"," ","X",839.342447214158,69.1703289060872,9.54671422290169e-16,2.69560543429648e-16,2037,10
"1780"," ","X"," "," "," "," ","X","X"," "," ","X",839.369740979376,69.1976226713047,9.41731628207864e-16,2.65906869670014e-16,428,4
"1781"," ","X"," ","X","X","X"," ","X"," "," ","X",839.386538387299,69.2144200792285,9.33855424301186e-16,2.63682948689795e-16,1352,6
"1782","X","X"," ","X","X","X"," "," "," "," ","X",839.390863610046,69.2187453019748,9.31838040134954e-16,2.63113321109605e-16,1084,6
"1783","X"," "," ","X","X"," ","X","X"," "," "," ",839.485954840017,69.3138365319461,8.88569981304663e-16,2.50896173744431e-16,707,5
"1784"," "," "," ","X","X","X"," ","X"," "," ","X",839.56750897494,69.3953906668695,8.53065506915535e-16,2.40871148183743e-16,974,5
"1785","X"," "," ","X","X","X","X"," "," "," "," ",839.587959942694,69.4158416346228,8.44386946189679e-16,2.38420674134947e-16,702,5
"1786"," ","X","X"," ","X","X"," ","X"," "," "," ",839.59775814349,69.4256398354189,8.40260326381498e-16,2.37255483838004e-16,794,5
"1787","X"," "," ","X","X","X"," "," "," "," ","X",839.636925215533,69.4648069074617,8.23965137505575e-16,2.32654382489286e-16,706,5
"1788"," ","X","X","X","X","X","X"," "," "," "," ",839.690177458353,69.5180591502817,8.02315641787142e-16,2.26541441749069e-16,1276,6
"1789"," ","X"," "," ","X","X"," ","X"," "," ","X",840.032868262172,69.8607499541009,6.75975408107711e-16,1.90868076806439e-16,869,5
"1790"," ","X","X","X","X"," ","X"," "," "," ","X",840.042418599806,69.8703002917347,6.72755206041167e-16,1.89958822167887e-16,1284,6
"1791"," "," ","X"," "," "," ","X"," "," "," "," ",840.046227490704,69.8741091826333,6.7147519968852e-16,1.89597400216882e-16,34,2
"1792","X"," ","X","X"," ","X","X","X"," ","X","X",840.107564556962,69.935446248891,6.5119461769729e-16,1.83870985269306e-16,1917,8
"1793"," ","X"," ","X","X","X","X"," "," "," ","X",840.160490065992,69.9883717579208,6.34188224808931e-16,1.79069068712752e-16,1349,6
"1794"," ","X","X"," "," ","X","X"," "," "," "," ",840.407577449977,70.2354591419058,5.60484788476138e-16,1.58258203438458e-16,365,4
"1795"," ","X","X"," ","X"," "," ","X"," "," ","X",840.536121046876,70.3640027388051,5.25594658522471e-16,1.48406643864086e-16,804,5
"1796"," ","X","X"," "," "," ","X"," "," "," ","X",840.565559153905,70.3934408458346,5.17915059479861e-16,1.46238236134564e-16,373,4
"1797","X"," ","X"," ","X","X"," "," "," "," "," ",840.638292960451,70.46617465238,4.99418463087946e-16,1.4101554646502e-16,275,4
"1798"," ","X"," "," "," ","X","X"," "," "," ","X",840.736951726743,70.5648334186725,4.75380228349489e-16,1.34228122574564e-16,419,4
"1799"," ","X","X","X","X","X"," "," "," "," ","X",840.767528847375,70.5954105393041,4.6816762470733e-16,1.32191575431822e-16,1280,6
"1800","X"," ","X"," "," ","X","X","X"," ","X","X",840.825487045775,70.653368737704,4.54795244256053e-16,1.28415756802259e-16,1664,7
"1801","X"," "," ","X","X","X"," ","X"," "," "," ",840.949645896307,70.7775275882361,4.2742031774958e-16,1.20686186299636e-16,703,5
"1802","X"," ","X"," ","X"," "," "," "," "," ","X",840.962528917207,70.7904106091361,4.2467593378466e-16,1.19911283421336e-16,280,4
"1803"," "," "," "," "," "," ","X"," "," "," ","X",841.017311396615,70.8451930885443,4.13201401731804e-16,1.16671340312587e-16,60,2
"1804","X"," ","X"," ","X"," "," ","X"," "," "," ",841.081393109493,70.9092748014222,4.00171927367695e-16,1.12992344473614e-16,277,4
"1805"," "," "," "," "," ","X","X"," "," "," "," ",841.205701682386,71.0335833743146,3.76056721375866e-16,1.06183187018705e-16,52,2
"1806"," ","X","X"," "," ","X"," ","X"," "," "," ",841.258516425656,71.0863981175855,3.66256026608649e-16,1.03415867765447e-16,366,4
"1807"," "," ","X"," ","X","X"," ","X"," "," "," ",841.277861056583,71.1057427485117,3.62730559976731e-16,1.02420418777497e-16,458,4
"1808"," ","X","X"," ","X","X"," "," "," "," ","X",841.361947343357,71.1898290352863,3.47796367014777e-16,9.82036075516514e-17,797,5
"1809","X"," "," "," ","X","X"," "," "," "," ","X",841.408940187421,71.23682187935,3.39719655288328e-16,9.59230712841225e-17,321,4
"1810","X"," "," "," "," "," ","X"," "," "," "," ",841.486161811989,71.3140435039178,3.26852801729414e-16,9.22899929740477e-17,17,2
"1811","X"," ","X","X"," ","X","X","X","X"," ","X",841.488142502487,71.3160241944162,3.26529264843088e-16,9.2198639261282e-17,1916,8
"1812"," "," ","X"," ","X","X"," "," "," "," ","X",841.573100060304,71.4009817522334,3.1294917519176e-16,8.83641719662897e-17,461,4
"1813"," ","X"," "," "," ","X"," ","X"," "," ","X",841.582069102987,71.4099507949165,3.11548890087755e-16,8.79687881674468e-17,422,4
"1814"," "," "," "," "," "," ","X","X"," "," "," ",841.76511680187,71.5929984937986,2.84300684690906e-16,8.02749985737065e-17,57,2
"1815","X"," "," "," ","X"," "," ","X"," "," ","X",841.989648370561,71.8175300624898,2.54109847155766e-16,7.17503288469794e-17,328,4
"1816"," "," "," "," ","X","X"," ","X"," "," ","X",842.014914853119,71.8427965450485,2.50919808834171e-16,7.08495912283044e-17,533,4
"1817","X"," ","X","X"," "," ","X"," "," "," "," ",842.125997703491,71.9538793954202,2.37363323110766e-16,6.70217887265484e-17,270,4
"1818"," "," ","X"," ","X"," "," ","X"," "," ","X",842.134521812979,71.9624035049083,2.36353820439417e-16,6.6736746059167e-17,468,4
"1819"," "," ","X","X"," ","X","X"," "," "," "," ",842.144206479738,71.9720881716675,2.35212083012906e-16,6.64143656527166e-17,442,4
"1820"," ","X","X"," "," "," "," ","X"," "," ","X",842.170579356546,71.998461048475,2.32130833370478e-16,6.55443455508657e-17,376,4
"1821","X"," ","X","X"," "," "," "," "," "," ","X",842.259882730428,72.0877644223575,2.21993802033398e-16,6.26820584726251e-17,274,4
"1822","X"," ","X"," "," "," "," "," "," "," "," ",842.281132618786,72.1090143107148,2.19647616396096e-16,6.20195906741644e-17,13,2
"1823"," ","X","X"," "," ","X"," "," "," "," ","X",842.285127331287,72.1130090232157,2.19209339699646e-16,6.1895839086226e-17,369,4
"1824","X"," "," "," ","X","X"," ","X"," "," "," ",842.404103217916,72.2319849098456,2.0654931944516e-16,5.83211621241326e-17,318,4
"1825"," "," ","X","X"," "," ","X"," "," "," ","X",842.526713866043,72.3545955579717,1.94267076424847e-16,5.48531541521874e-17,450,4
"1826"," "," ","X","X"," "," ","X","X"," "," "," ",842.634162227758,72.4620439196866,1.84105638298049e-16,5.19839755850575e-17,447,4
"1827","X"," ","X","X"," "," "," ","X"," "," "," ",842.643117969869,72.470999661798,1.83283080018525e-16,5.17517184422814e-17,271,4
"1828","X"," ","X","X"," ","X"," "," "," "," "," ",842.673183338502,72.5010650304309,1.80548449254384e-16,5.09795694728561e-17,269,4
"1829","X","X","X"," ","X"," ","X","X"," "," "," ",842.738231427649,72.5661131195777,1.7477074982183e-16,4.93481811622304e-17,1050,6
"1830"," "," ","X"," "," ","X"," "," "," "," "," ",842.819900271477,72.6477819634061,1.67777834774751e-16,4.73736651808826e-17,33,2
"1831"," "," ","X","X"," "," "," ","X"," "," ","X",843.112177103053,72.9400587949825,1.44966441311241e-16,4.09326515767882e-17,453,4
"1832"," "," ","X","X"," ","X"," "," "," "," ","X",843.146412031547,72.9742937234763,1.42506100904146e-16,4.02379510948491e-17,446,4
"1833","X","X","X","X"," "," ","X","X"," "," "," ",843.239084506975,73.0669661989036,1.36053552204631e-16,3.8416012684066e-17,1035,6
"1834","X","X"," "," ","X","X","X","X"," "," "," ",843.2871884468,73.1150701387295,1.32820235943717e-16,3.75030551281761e-17,1115,6
"1835"," "," ","X","X"," ","X"," ","X"," "," "," ",843.306009239504,73.1338909314333,1.31576207460941e-16,3.71517918704421e-17,443,4
"1836","X","X"," "," ","X"," ","X","X"," "," ","X",843.43580388004,73.2636855719692,1.23308443594183e-16,3.48173102165084e-17,1127,6
"1837"," "," ","X"," "," "," "," "," "," "," ","X",843.661889518731,73.4897712106603,1.10128302071242e-16,3.1095772074222e-17,38,2
"1838"," "," ","X"," "," "," "," ","X"," "," "," ",843.700937039512,73.528818731441,1.07999036757491e-16,3.04945537893971e-17,35,2
"1839","X"," "," "," "," "," "," "," "," "," ","X",843.738702755601,73.5665844475299,1.05978839849996e-16,2.99241320049963e-17,21,2
"1840","X","X","X","X"," "," "," ","X"," "," ","X",843.762700141585,73.5905818335143,1.04714830680714e-16,2.95672270106536e-17,1041,6
"1841"," "," "," ","X"," ","X","X"," "," "," ","X",843.781327377649,73.6092090695784,1.03744084342914e-16,2.92931275621521e-17,510,4
"1842","X","X","X","X"," ","X"," ","X"," "," "," ",843.845846523364,73.6737282152932,1.00450750865079e-16,2.83632235750288e-17,1031,6
"1843","X"," ","X"," "," ","X","X","X","X"," ","X",843.878066384104,73.7059480760336,9.88454615309329e-17,2.79099548847017e-17,1663,7
"1844"," "," "," "," "," ","X"," "," "," "," ","X",843.885667988649,73.7135496805781,9.84704825380608e-17,2.78040760045622e-17,56,2
"1845","X"," "," ","X"," "," ","X"," "," "," ","X",844.099760870227,73.9276425621563,8.847414768755e-17,2.49815159156216e-17,310,4
"1846","X","X"," ","X"," "," ","X","X"," "," ","X",844.125045396555,73.9529270884838,8.73626747992315e-17,2.46676809889787e-17,1107,6
"1847","X","X","X"," "," "," ","X","X"," "," "," ",844.19735690914,74.0252386010692,8.42604311432909e-17,2.37917330280138e-17,580,5
"1848","X"," "," "," "," ","X"," "," "," "," "," ",844.23729008266,74.0651717745894,8.259472253008e-17,2.33214043803882e-17,16,2
"1849","X","X"," ","X"," ","X","X","X"," "," "," ",844.310033039924,74.1379147318527,7.96446056164491e-17,2.24884108499946e-17,1095,6
"1850"," "," "," ","X"," "," ","X","X"," "," ","X",844.381073454765,74.2089551466937,7.68652662747648e-17,2.17036379890635e-17,519,4
"1851","X","X","X","X","X"," ","X","X"," "," "," ",844.459978466441,74.2878601583704,7.38917803202386e-17,2.0864045988017e-17,1491,7
"1852","X","X","X","X"," ","X","X"," "," "," "," ",844.53108372271,74.358965414639,7.13108840022558e-17,2.01353053996143e-17,1030,6
"1853"," "," "," "," "," ","X"," ","X"," "," "," ",844.581493433009,74.4093751249377,6.95359657430949e-17,1.96341403711955e-17,53,2
"1854","X","X","X","X"," "," ","X"," "," "," ","X",844.591992470272,74.4198741622014,6.91718918377965e-17,1.95313406461075e-17,1038,6
"1855","X","X","X"," ","X","X","X"," "," "," "," ",844.721899587297,74.5497812792262,6.48217395695715e-17,1.83030338359891e-17,1045,6
"1856"," "," "," "," "," "," "," ","X"," "," ","X",844.75521859081,74.5831002827389,6.37507872207694e-17,1.80006402685376e-17,63,2
"1857","X","X"," ","X"," ","X"," ","X"," "," ","X",844.771675214683,74.5995569066116,6.32283780775004e-17,1.78531330851609e-17,1101,6
"1858","X"," "," ","X"," ","X"," "," "," "," ","X",844.791092657851,74.6189743497804,6.26174816686357e-17,1.76806406819027e-17,306,4
"1859","X"," "," ","X"," "," "," ","X"," "," ","X",844.792052771411,74.6199344633399,6.25874289361168e-17,1.7672155007439e-17,313,4
"1860","X","X"," "," "," ","X","X","X"," "," "," ",844.924046728915,74.7519284208439,5.85902009590159e-17,1.65434997229489e-17,626,5
"1861","X","X","X"," ","X"," ","X"," "," "," ","X",844.932082317876,74.7599640098049,5.83552698415002e-17,1.64771646905728e-17,1053,6
"1862","X","X"," "," "," "," ","X","X"," "," ","X",844.936398516982,74.7642802089113,5.82294691537585e-17,1.64416436715503e-17,638,5
"1863","X","X","X","X"," ","X"," "," "," "," ","X",844.951661412553,74.7795431044822,5.77867853081166e-17,1.63166476831792e-17,1034,6
"1864"," "," ","X","X","X","X","X","X"," "," "," ",844.957643487195,74.7855251791239,5.76142011081661e-17,1.62679168951407e-17,1402,6
"1865"," ","X","X"," ","X","X","X","X"," "," "," ",844.962713088821,74.7905947807504,5.74683455198679e-17,1.62267331844672e-17,1311,6
"1866","X"," "," "," "," "," "," ","X"," "," "," ",844.973087895813,74.8009695877424,5.71710059004625e-17,1.61427765188347e-17,18,2
"1867"," "," "," ","X"," ","X"," ","X"," "," ","X",845.142085258473,74.9699669504021,5.25386032129504e-17,1.48347736220525e-17,513,4
"1868","X","X"," ","X","X"," ","X","X"," "," ","X",845.264711731775,75.0925934237036,4.94140581695936e-17,1.3952528652535e-17,1568,7
"1869","X","X"," "," ","X","X","X"," "," "," ","X",845.273864480839,75.1017461727678,4.91884375881697e-17,1.38888225384548e-17,1118,6
"1870"," ","X","X","X"," ","X","X","X"," "," "," ",845.288132257314,75.1160139492429,4.8838781458612e-17,1.37900938092853e-17,1291,6
"1871","X","X"," ","X"," ","X","X"," "," "," ","X",845.291091818329,75.1189735102585,4.87665642277886e-17,1.37697025882524e-17,1098,6
"1872","X"," ","X","X","X"," ","X","X"," "," "," ",845.306281617095,75.1341633090244,4.83975900138509e-17,1.36655192144776e-17,1155,6
"1873","X","X","X"," ","X","X"," ","X"," "," "," ",845.313553222638,75.141434914567,4.82219454199943e-17,1.36159242951525e-17,1046,6
"1874","X","X"," ","X","X","X","X","X"," "," "," ",845.331841038242,75.1597227301706,4.77830182102765e-17,1.34919890286147e-17,1556,7
"1875"," "," "," ","X"," ","X","X","X"," "," "," ",845.345485061402,75.173366753331,4.74581512895936e-17,1.34002597680157e-17,507,4
"1876","X"," "," ","X"," ","X","X"," "," "," "," ",845.40302860921,75.2309103011395,4.61121523315187e-17,1.30202041780788e-17,302,4
"1877","X","X","X","X","X"," "," ","X"," "," ","X",845.411841971631,75.2397236635599,4.59093978415834e-17,1.29629545221096e-17,1497,7
"1878"," ","X"," "," ","X","X","X","X"," "," ","X",845.424502489845,75.2523841817739,4.56196973647502e-17,1.2881154840938e-17,1383,6
"1879"," ","X","X"," ","X"," ","X","X"," "," ","X",845.479139104718,75.3070207966466,4.43903132490646e-17,1.25340265593424e-17,1323,6
"1880","X","X","X","X","X","X"," ","X"," "," "," ",845.503599958976,75.3314816509047,4.38507072896407e-17,1.23816636915913e-17,1487,7
"1881","X","X","X"," "," ","X","X"," "," "," "," ",845.510672438609,75.3385541305383,4.36959145260016e-17,1.23379564845761e-17,575,5
"1882","X"," ","X","X","X","X","X"," "," "," "," ",845.513230391347,75.3411120832761,4.36400642071379e-17,1.23221866165858e-17,1150,6
"1883"," "," ","X","X","X"," ","X","X"," "," ","X",845.55019222044,75.3780739123688,4.28409627168183e-17,1.20965527210312e-17,1414,6
"1884","X","X","X"," "," "," ","X"," "," "," ","X",845.602925668946,75.4308073608751,4.17261484508408e-17,1.17817743246703e-17,583,5
"1885"," ","X","X","X"," "," ","X","X"," "," ","X",845.618880692287,75.4467623842164,4.13946018314342e-17,1.16881589876939e-17,1303,6
"1886"," "," ","X"," ","X","X","X","X"," "," "," ",845.628197958449,75.4560796503783,4.12022080639118e-17,1.16338347801027e-17,933,5
"1887","X"," ","X"," ","X"," ","X","X"," "," "," ",845.635982488786,75.463864180715,4.10421498411998e-17,1.15886408207076e-17,672,5
"1888","X"," ","X"," ","X","X","X"," "," "," "," ",845.68788533647,75.5157670283991,3.99907492930338e-17,1.12917678898662e-17,667,5
