"ID","(Intercept)","bordering_language_richness","small_family","isolate_or_mono","weighted_sums","res","bordering_language_evenness","bordering_language_richness_perkm","altitude_range","islands11km","L1_pop","roughness","vehicularity","area","BIC","delta","Nparam"
322,"-2.972*** (-3.462--2.714)","-0.345** (-0.58--0.123)","0.916*** (0.547-1.267)","0.872*** (0.532-1.197)","4.569*** (3.016-6.155)","1.24 (-0.583-3.108)","-0.159* (-0.315--0.01)",NA,NA,NA,"-0.975 (-5.628--0.642)","0.047 (-0.066-0.165)",NA,"0.063 (-0.175-0.163)",597.071783698821,28.6063693655301,7
323,"-3.005*** (-3.509--2.733)","-0.266* (-0.505--0.041)","0.907*** (0.531-1.264)","0.878*** (0.535-1.207)","4.669*** (3.062-6.312)","1.343 (-0.546-3.283)","-0.157* (-0.317--0.006)","-0.153 (-0.361-0.03)","-0.179* (-0.344--0.022)",NA,"-1.169 (-5.971--0.071)","0.207* (0.038-0.384)",NA,NA,597.113656071724,28.6482417384333,8
324,"-2.896*** (-3.115--2.703)","-0.416*** (-0.647--0.197)","0.929*** (0.563-1.277)","0.825*** (0.485-1.149)","4.838*** (3.312-6.376)","1.054 (-0.752-2.938)",NA,"-0.196* (-0.395--0.011)",NA,"-0.096 (-0.267-0.04)",NA,NA,"-0.376 (-1.59-0.595)","0.006 (-0.29-0.148)",597.119769624087,28.6543552907959,7
325,"-3.004*** (-3.499--2.732)","-0.361** (-0.591--0.144)","0.914*** (0.548-1.261)","0.831*** (0.492-1.155)","5.087*** (3.552-6.632)","0.815 (-0.985-2.696)",NA,"-0.177 (-0.384-0.013)","-0.038 (-0.152-0.07)",NA,"-1.24 (-5.978--0.679)",NA,NA,"0.049 (-0.238-0.16)",597.13233869398,28.6669243606887,7
326,"-2.841*** (-3.045--2.66)",NA,"0.92*** (0.547-1.275)","0.94*** (0.602-1.263)","4.834*** (3.223-6.476)","1.08 (-0.793-3.007)","-0.255*** (-0.408--0.109)",NA,"-0.269** (-0.438--0.11)","-0.094 (-0.265-0.042)",NA,"0.248** (0.076-0.428)","-0.436 (-1.519-0.359)",NA,597.137743682605,28.6723293493137,7
327,"-2.982*** (-3.465--2.694)",NA,"0.914*** (0.541-1.269)","0.935*** (0.597-1.259)","4.926*** (3.328-6.558)","0.97 (-0.889-2.877)","-0.24** (-0.391--0.096)",NA,"-0.242** (-0.405--0.087)",NA,"-1.523 (-6.111--0.355)","0.234** (0.065-0.411)","-0.167 (-1.362-0.727)",NA,597.172648994975,28.7072346616837,7
328,"-3.099*** (-3.586--2.714)",NA,"1.006*** (0.656-1.339)",NA,"5.148*** (3.763-6.527)","0.523 (-1.094-2.223)",NA,"-0.316*** (-0.508--0.133)",NA,NA,"-3.956 (-8.596--1.035)",NA,NA,NA,597.195495243805,28.7300809105144,3
329,"-2.745*** (-2.932--2.58)",NA,NA,"1.004*** (0.681-1.314)","4.559*** (3.086-6.059)","1.014 (-0.69-2.76)","-0.268*** (-0.419--0.125)",NA,NA,"-0.039 (-0.194-0.085)",NA,NA,NA,NA,597.204294111651,28.7388797783601,3
330,"-2.88*** (-3.097--2.688)","-0.329** (-0.563--0.109)","0.9*** (0.532-1.249)","0.861*** (0.522-1.185)","4.792*** (3.226-6.388)","1.06 (-0.765-2.934)","-0.155* (-0.312--0.006)",NA,"-0.07 (-0.18-0.035)",NA,NA,NA,"-0.352 (-1.5-0.566)","0.032 (-0.234-0.149)",597.206483606771,28.7410692734804,7
331,"-2.996*** (-3.474--2.71)",NA,"0.914*** (0.541-1.269)","0.933*** (0.595-1.257)","4.934*** (3.337-6.564)","0.957 (-0.899-2.862)","-0.239** (-0.39--0.095)",NA,"-0.24** (-0.402--0.085)",NA,"-1.663 (-6.202--0.42)","0.233** (0.064-0.409)",NA,"0.018 (-0.242-0.108)",597.218815286358,28.7534009530668,7
332,"-2.749*** (-2.935--2.583)",NA,NA,"1.017*** (0.692-1.327)","4.607*** (3.146-6.087)","0.98 (-0.713-2.723)","-0.265*** (-0.414--0.123)",NA,NA,NA,NA,"0.032 (-0.078-0.145)",NA,NA,597.221692951568,28.7562786182767,3
333,"-3.064*** (-3.544--2.703)",NA,NA,"0.927*** (0.603-1.237)","5.27*** (3.87-6.668)","0.399 (-1.232-2.112)",NA,"-0.296** (-0.489--0.113)",NA,NA,"-3.411 (-8.006--0.851)",NA,NA,NA,597.260129609465,28.7947152761737,3
334,"-2.992*** (-3.492--2.723)","-0.358** (-0.588--0.14)","0.917*** (0.552-1.264)","0.835*** (0.496-1.159)","5.085*** (3.546-6.634)","0.822 (-0.985-2.709)",NA,"-0.184 (-0.39-0.007)","-0.039 (-0.154-0.069)",NA,"-1.093 (-5.862--0.572)",NA,"-0.162 (-1.446-0.785)",NA,597.275154506204,28.8097401729133,7
335,"-2.915*** (-3.396--2.651)","-0.484*** (-0.711--0.266)","1.043*** (0.692-1.377)",NA,"4.846*** (3.463-6.233)","0.88 (-0.744-2.575)",NA,NA,NA,"-0.107 (-0.269-0.022)","-1.24 (-5.823--0.132)",NA,NA,NA,597.444265734678,28.9788514013868,4
336,"-3.014*** (-3.511--2.691)",NA,"0.923*** (0.558-1.27)","0.9*** (0.563-1.222)","4.489*** (2.903-6.112)","1.178 (-0.667-3.064)","-0.241** (-0.394--0.096)",NA,NA,"-0.058 (-0.229-0.076)","-2.197 (-6.913--0.512)","0.038 (-0.075-0.155)",NA,NA,597.448705930768,28.9832915974773,6
337,"-2.902*** (-3.12--2.711)","-0.333** (-0.573--0.109)","0.921*** (0.545-1.279)","0.89*** (0.547-1.219)","4.638*** (3.058-6.258)","1.352 (-0.505-3.252)","-0.184* (-0.342--0.034)",NA,"-0.231** (-0.4--0.071)","-0.13 (-0.302-0.008)",NA,"0.217* (0.045-0.397)",NA,"-0.012 (-0.29-0.116)",597.455686924805,28.9902725915139,8
338,"-3.009*** (-3.512--2.725)","-0.369** (-0.598--0.151)","0.913*** (0.547-1.261)","0.827*** (0.488-1.151)","4.974*** (3.464-6.496)","0.912 (-0.878-2.781)",NA,"-0.197* (-0.397--0.01)",NA,NA,"-1.315 (-6.12--0.696)",NA,"-0.178 (-1.452-0.781)","0.055 (-0.23-0.178)",597.492553038772,29.0271387054812,7
339,"-2.964*** (-3.449--2.622)",NA,"1.009*** (0.657-1.343)",NA,"4.445*** (3.009-5.902)","1.116 (-0.553-2.828)","-0.241*** (-0.387--0.102)",NA,NA,NA,"-2.797 (-7.417--0.475)",NA,NA,NA,597.517809835924,29.0523955026332,3
340,"-2.748*** (-2.934--2.583)",NA,NA,"1.008*** (0.685-1.317)","4.644*** (3.188-6.119)","0.935 (-0.75-2.67)","-0.262*** (-0.411--0.121)",NA,NA,NA,NA,NA,NA,"-0.001 (-0.209-0.077)",597.531095353459,29.065681020168,3
341,"-2.825*** (-3.03--2.645)",NA,"0.906*** (0.541-1.253)","0.906*** (0.57-1.227)","4.957*** (3.375-6.563)","0.784 (-1.04-2.663)","-0.23** (-0.382--0.085)",NA,"-0.093 (-0.203-0.011)",NA,NA,NA,"-0.342 (-1.407-0.462)","-0.01 (-0.28-0.1)",597.546797573465,29.0813832401744,6
342,"-2.805*** (-3.006--2.627)","-0.382*** (-0.612--0.168)","1.007*** (0.649-1.347)",NA,"4.174*** (2.723-5.656)","1.587 (-0.118-3.331)","-0.144 (-0.298-0.003)","-0.2* (-0.395--0.019)",NA,"-0.121 (-0.285-0.01)",NA,NA,NA,NA,597.547962221795,29.082547888504,5
343,"-2.956*** (-3.451--2.707)","-0.341** (-0.576--0.117)","0.922*** (0.554-1.273)","0.879*** (0.54-1.204)","4.572*** (3.018-6.162)","1.236 (-0.592-3.108)","-0.16* (-0.317--0.012)",NA,NA,NA,"-0.775 (-5.452--0.114)","0.045 (-0.068-0.163)","-0.089 (-1.339-0.851)",NA,597.552793914688,29.0873795813968,7
344,"-2.955*** (-3.439--2.703)","-0.342** (-0.577--0.121)","0.908*** (0.541-1.258)","0.86*** (0.521-1.184)","4.613*** (3.063-6.196)","1.187 (-0.631-3.052)","-0.154* (-0.311--0.006)",NA,NA,NA,"-0.853 (-5.439--0.646)",NA,"-0.146 (-1.372-0.804)","0.065 (-0.179-0.177)",597.659034228843,29.1936198955518,7
345,"-2.732*** (-2.911--2.572)",NA,"1.02*** (0.667-1.354)",NA,"4.847*** (3.388-6.322)","0.78 (-0.893-2.505)","-0.243*** (-0.39--0.103)",NA,"-0.098 (-0.206-0.004)",NA,NA,NA,NA,NA,597.724027297833,29.2586129645424,3
346,"-3.008*** (-3.497--2.69)",NA,"0.916*** (0.552-1.262)","0.889*** (0.553-1.211)","4.538*** (2.958-6.155)","1.118 (-0.716-2.995)","-0.238** (-0.391--0.092)",NA,NA,"-0.061 (-0.231-0.073)","-2.147 (-6.809--0.413)",NA,NA,"0.017 (-0.224-0.105)",597.817218378627,29.3518040453358,6
347,"-2.856*** (-3.061--2.676)",NA,"0.932*** (0.557-1.288)","0.946*** (0.608-1.27)","4.895*** (3.287-6.532)","1.003 (-0.862-2.924)","-0.254*** (-0.407--0.108)",NA,"-0.267** (-0.435--0.108)","-0.096 (-0.267-0.041)",NA,"0.244** (0.073-0.422)",NA,"-0.051 (-0.329-0.071)",597.817608388667,29.352194055376,7
348,"-3.001*** (-3.497--2.676)",NA,"0.918*** (0.554-1.263)","0.891*** (0.555-1.212)","4.53*** (2.949-6.149)","1.127 (-0.71-3.006)","-0.238** (-0.391--0.093)",NA,NA,"-0.061 (-0.232-0.073)","-2.078 (-6.78--0.401)",NA,"-0.058 (-1.229-0.816)",NA,597.862193388842,29.396779055551,6
349,"-2.901*** (-3.12--2.708)","-0.386*** (-0.612--0.173)","0.925*** (0.557-1.275)","0.847*** (0.508-1.171)","4.983*** (3.473-6.504)","0.927 (-0.869-2.805)",NA,"-0.211* (-0.414--0.021)",NA,NA,NA,"0.06 (-0.056-0.181)","-0.413 (-1.606-0.542)","0.017 (-0.273-0.152)",597.917693327952,29.4522789946607,7
350,"-3.011*** (-3.506--2.692)",NA,"0.917*** (0.552-1.265)","0.904*** (0.568-1.226)","4.615*** (3.05-6.213)","1.06 (-0.765-2.931)","-0.233** (-0.385--0.089)",NA,NA,NA,"-2.14 (-6.835--0.039)","0.042 (-0.07-0.159)",NA,"0.023 (-0.21-0.109)",597.986000349843,29.5205860165524,6
351,"-2.885*** (-3.33--2.657)","-0.403*** (-0.625--0.191)",NA,"0.953*** (0.628-1.264)","5.353*** (3.961-6.754)","0.418 (-1.204-2.11)",NA,NA,"-0.075 (-0.184-0.028)",NA,"-0.785 (-5.04-0.082)",NA,NA,NA,598.057231371781,29.5918170384899,4
352,"-3.002*** (-3.503--2.677)",NA,"0.919*** (0.553-1.266)","0.906*** (0.57-1.228)","4.608*** (3.041-6.208)","1.068 (-0.761-2.942)","-0.234** (-0.385--0.09)",NA,NA,NA,"-2.047 (-6.784--0.474)","0.041 (-0.071-0.158)","-0.071 (-1.234-0.795)",NA,598.070926594729,29.6055122614375,6
353,"-2.959*** (-3.418--2.722)","-0.434*** (-0.667--0.212)","0.937*** (0.574-1.282)","0.846*** (0.508-1.169)","5.144*** (3.631-6.67)","0.73 (-1.043-2.579)",NA,NA,"-0.079 (-0.191-0.027)","-0.107 (-0.278-0.029)","-0.775 (-5.139--0.579)",NA,NA,"0.057 (-0.209-0.166)",598.11336179388,29.6479474605884,7
354,"-2.898*** (-3.117--2.705)","-0.281* (-0.517--0.063)","0.904*** (0.528-1.261)","0.883*** (0.541-1.211)","4.723*** (3.122-6.358)","1.302 (-0.583-3.239)","-0.158* (-0.317--0.007)","-0.143 (-0.348-0.034)","-0.184* (-0.35--0.027)",NA,NA,"0.207* (0.037-0.384)","-0.444 (-1.623-0.468)",NA,598.14739292654,29.6819785932485,8
355,"-3.068*** (-3.567--2.684)",NA,"0.976*** (0.62-1.314)",NA,"4.291*** (2.827-5.774)","1.383 (-0.328-3.143)","-0.2** (-0.35--0.058)","-0.264** (-0.459--0.078)",NA,NA,"-3.633 (-8.368--0.891)",NA,NA,NA,598.16908442977,29.7036700964784,4
356,"-2.896*** (-3.363--2.65)","-0.424*** (-0.647--0.212)","1.03*** (0.679-1.364)",NA,"5.243*** (3.866-6.625)","0.524 (-1.083-2.202)",NA,NA,"-0.071 (-0.18-0.031)",NA,"-1.031 (-5.48--0.015)",NA,NA,NA,598.173855380025,29.708441046734,4
357,"-2.814*** (-3.019--2.634)","-0.346** (-0.576--0.134)",NA,"0.914*** (0.583-1.229)","4.252*** (2.784-5.752)","1.504 (-0.217-3.262)","-0.165* (-0.322--0.017)","-0.182 (-0.377--0.001)",NA,"-0.092 (-0.248-0.034)",NA,NA,NA,NA,598.191851155788,29.7264368224972,5
358,"-2.893*** (-3.11--2.703)","-0.374*** (-0.601--0.161)","0.915*** (0.55-1.263)","0.84*** (0.501-1.163)","5.149*** (3.62-6.688)","0.764 (-1.033-2.644)",NA,"-0.17 (-0.375-0.017)","-0.044 (-0.158-0.064)",NA,NA,NA,"-0.388 (-1.574-0.544)","0.016 (-0.278-0.149)",598.316403156247,29.8509888229555,7
359,"-2.759*** (-2.938--2.6)",NA,NA,"1.026*** (0.708-1.33)","6.121*** (4.768-7.47)","-0.512 (-2.053-1.111)",NA,NA,"-0.105* (-0.214--0.003)",NA,NA,NA,NA,NA,598.327424121013,29.8620097877218,2
360,"-2.883*** (-3.102--2.69)","-0.354** (-0.587--0.135)","0.913*** (0.544-1.264)","0.874*** (0.535-1.199)","4.603*** (3.052-6.187)","1.213 (-0.61-3.083)","-0.158* (-0.315--0.01)",NA,NA,NA,NA,"0.043 (-0.071-0.16)","-0.363 (-1.513-0.576)","0.04 (-0.217-0.154)",598.332005026658,29.8665906933666,7
361,"-2.832*** (-3.031--2.656)",NA,"0.96*** (0.604-1.298)","0.926*** (0.596-1.24)","6.054*** (4.582-7.52)","-0.352 (-2.029-1.423)",NA,NA,"-0.104 (-0.215-0.001)","-0.044 (-0.214-0.089)",NA,NA,"-0.339 (-1.371-0.401)",NA,598.340186675372,29.874772342081,5
362,"-3.021*** (-3.519--2.744)","-0.379** (-0.615--0.153)","0.938*** (0.567-1.291)","0.85*** (0.509-1.176)","4.968*** (3.391-6.561)","1.085 (-0.777-3.026)",NA,"-0.185 (-0.389-0.005)","-0.186* (-0.356--0.026)","-0.12 (-0.29-0.017)","-1.288 (-6.031--0.165)","0.2* (0.03-0.378)",NA,NA,598.379757163802,29.9143428305114,8
363,"-2.953*** (-3.452--2.662)","-0.291* (-0.523--0.073)",NA,"0.912*** (0.58-1.229)","4.361*** (2.89-5.854)","1.408 (-0.314-3.179)","-0.157* (-0.314--0.009)","-0.196* (-0.394--0.01)",NA,NA,"-1.6 (-6.397--0.362)",NA,NA,NA,598.420920716001,29.95550638271,5
364,"-3.009*** (-3.468--2.722)",NA,"0.97*** (0.607-1.315)","0.936*** (0.604-1.253)","6.011*** (4.502-7.521)","-0.174 (-1.9-1.65)",NA,NA,"-0.251** (-0.419--0.092)","-0.071 (-0.238-0.063)","-1.799 (-6.197--0.414)","0.22* (0.051-0.396)",NA,NA,598.421256599357,29.9558422660659,6
365,"-2.804*** (-2.997--2.633)","-0.497*** (-0.721--0.286)","1.045*** (0.694-1.378)",NA,"4.925*** (3.547-6.306)","0.797 (-0.819-2.485)",NA,NA,NA,"-0.103 (-0.265-0.026)",NA,NA,NA,"0.046 (-0.173-0.138)",598.424579929697,29.9591655964058,4
366,"-2.95*** (-3.412--2.718)","-0.432*** (-0.665--0.209)","0.943*** (0.581-1.287)","0.853*** (0.515-1.175)","5.16*** (3.644-6.687)","0.715 (-1.06-2.569)",NA,NA,"-0.082 (-0.194-0.025)","-0.109 (-0.28-0.028)","-0.627 (-4.994--0.113)",NA,"-0.07 (-1.375-0.904)",NA,598.448272685536,29.9828583522448,7
367,"-2.992*** (-3.485--2.675)",NA,"0.91*** (0.546-1.256)","0.895*** (0.559-1.216)","4.664*** (3.102-6.256)","1.003 (-0.815-2.868)","-0.23** (-0.381--0.086)",NA,NA,NA,"-1.977 (-6.651--0.43)",NA,"-0.109 (-1.267-0.776)","0.024 (-0.215-0.123)",598.475342070429,30.0099277371376,6
368,"-2.802*** (-2.995--2.629)","-0.495*** (-0.72--0.282)","1.048*** (0.697-1.381)",NA,"4.896*** (3.514-6.281)","0.835 (-0.79-2.531)",NA,NA,NA,"-0.103 (-0.266-0.026)",NA,NA,"-0.262 (-1.467-0.63)",NA,598.500338575863,30.0349242425715,4
369,"-2.818*** (-3.012--2.645)","-0.416*** (-0.635--0.21)",NA,"0.956*** (0.631-1.265)","5.403*** (4.014-6.799)","0.37 (-1.248-2.058)",NA,NA,"-0.074 (-0.184-0.028)",NA,NA,NA,NA,"0.048 (-0.164-0.135)",598.551903638783,30.0864893054915,4
370,"-2.813*** (-3.009--2.64)","-0.412*** (-0.632--0.204)",NA,"0.959*** (0.634-1.269)","5.379*** (3.986-6.778)","0.404 (-1.221-2.099)",NA,NA,"-0.077 (-0.186-0.026)",NA,NA,NA,"-0.304 (-1.466-0.55)",NA,598.555887429445,30.0904730961539,4
371,"-2.981*** (-3.493--2.66)","-0.314** (-0.546--0.095)","0.986*** (0.628-1.327)",NA,"4.326*** (2.869-5.805)","1.446 (-0.262-3.204)","-0.133 (-0.287-0.013)","-0.217* (-0.414--0.03)",NA,NA,"-2.027 (-6.928--0.575)",NA,NA,NA,598.643876921615,30.1784625883236,5
372,"-2.896*** (-3.357--2.654)","-0.454*** (-0.681--0.237)",NA,"0.943*** (0.618-1.255)","5.011*** (3.613-6.417)","0.71 (-0.927-2.414)",NA,NA,NA,"-0.077 (-0.23-0.048)","-0.95 (-5.357-0.032)",NA,NA,NA,598.673747175842,30.2083328425512,4
373,"-2.834*** (-3.034--2.658)",NA,"0.957*** (0.599-1.296)","0.93*** (0.6-1.245)","6.118*** (4.662-7.571)","-0.417 (-2.081-1.341)",NA,NA,"-0.099 (-0.209-0.005)",NA,NA,NA,"-0.317 (-1.368-0.469)","-0.012 (-0.287-0.103)",598.693380177797,30.2279658445057,5
374,"-2.806*** (-2.999--2.634)","-0.495*** (-0.719--0.283)","1.051*** (0.7-1.385)",NA,"4.92*** (3.542-6.302)","0.802 (-0.816-2.491)",NA,NA,NA,"-0.104 (-0.267-0.026)",NA,"0.005 (-0.104-0.117)",NA,NA,598.733436875671,30.2680225423804,4
375,"-3.139*** (-3.643--2.764)",NA,"0.937*** (0.574-1.281)","0.856*** (0.522-1.176)","5.227*** (3.693-6.761)","0.532 (-1.25-2.408)",NA,"-0.295** (-0.495--0.104)",NA,"-0.042 (-0.21-0.09)","-3.295 (-8.082--0.767)","0.065 (-0.052-0.185)",NA,NA,598.743248570834,30.2778342375427,6
376,"-2.845*** (-3.044--2.671)",NA,"0.969*** (0.612-1.308)","0.932*** (0.602-1.247)","6.105*** (4.639-7.565)","-0.415 (-2.083-1.352)",NA,NA,"-0.105 (-0.217-0.001)","-0.046 (-0.216-0.088)",NA,NA,NA,"-0.04 (-0.312-0.074)",598.796281766654,30.3308674333631,5
377,"-2.846*** (-3.051--2.665)",NA,"0.916*** (0.542-1.271)","0.947*** (0.609-1.27)","5.021*** (3.422-6.647)","0.883 (-0.972-2.794)","-0.243** (-0.394--0.098)",NA,"-0.247** (-0.41--0.093)",NA,NA,"0.234** (0.065-0.411)","-0.411 (-1.506-0.428)","-0.008 (-0.287-0.107)",598.839559617052,30.3741452837614,7
378,"-2.907*** (-3.127--2.715)","-0.281* (-0.516--0.064)","0.909*** (0.532-1.267)","0.886*** (0.543-1.214)","4.778*** (3.181-6.408)","1.227 (-0.649-3.156)","-0.157* (-0.316--0.006)","-0.139 (-0.346-0.037)","-0.181* (-0.346--0.024)",NA,NA,"0.202* (0.033-0.378)",NA,"-0.022 (-0.307-0.112)",598.845083690046,30.3796693567546,8
379,"-3.09*** (-3.579--2.745)",NA,"0.928*** (0.569-1.27)","0.854*** (0.519-1.175)","5.428*** (3.882-6.973)","0.346 (-1.431-2.218)",NA,"-0.242* (-0.445--0.048)","-0.058 (-0.174-0.051)","-0.056 (-0.226-0.077)","-2.802 (-7.491--0.479)",NA,NA,NA,598.846597904013,30.3811835707224,6
380,"-3.005*** (-3.512--2.678)","-0.419*** (-0.65--0.201)","1.009*** (0.654-1.347)",NA,"4.533*** (3.115-5.957)","1.283 (-0.396-3.033)",NA,"-0.249** (-0.444--0.064)",NA,"-0.115 (-0.278-0.015)","-2.171 (-7.018--0.408)",NA,NA,NA,598.876556017029,30.4111416837377,5
381,"-2.802*** (-2.994--2.63)","-0.436*** (-0.656--0.228)","1.033*** (0.682-1.366)",NA,"5.277*** (3.899-6.659)","0.5 (-1.109-2.182)",NA,NA,"-0.074 (-0.183-0.029)",NA,NA,NA,"-0.296 (-1.47-0.564)",NA,598.896374130765,30.4309597974735,4
382,"-2.842*** (-3.042--2.665)","-0.363*** (-0.584--0.157)",NA,"0.968*** (0.64-1.281)","5.314*** (3.859-6.78)","0.624 (-1.076-2.397)",NA,"-0.188* (-0.388--0.004)","-0.168* (-0.33--0.015)",NA,NA,"0.185* (0.02-0.357)",NA,NA,598.90108365353,30.4356693202393,5
383,"-2.924*** (-3.401--2.655)","-0.448*** (-0.669--0.239)","1.03*** (0.678-1.365)",NA,"5.071*** (3.718-6.429)","0.649 (-0.944-2.312)",NA,NA,NA,NA,"-1.393 (-5.95--0.658)",NA,NA,"0.084 (-0.116-0.179)",598.918217473286,30.4528031399954,4
384,"-2.805*** (-2.997--2.635)","-0.439*** (-0.658--0.233)","1.031*** (0.68-1.365)",NA,"5.3*** (3.926-6.678)","0.467 (-1.136-2.141)",NA,NA,"-0.072 (-0.181-0.031)",NA,NA,NA,NA,"0.046 (-0.176-0.135)",598.918277612123,30.452863278832,4
385,"-2.912*** (-3.37--2.661)","-0.429*** (-0.649--0.219)",NA,"0.948*** (0.623-1.259)","5.176*** (3.807-6.553)","0.546 (-1.062-2.224)",NA,NA,NA,NA,"-1.124 (-5.507--0.575)",NA,NA,"0.082 (-0.111-0.176)",598.945586792428,30.480172459137,4
386,"-2.824*** (-3.031--2.642)","-0.318** (-0.543--0.11)",NA,"0.944*** (0.614-1.26)","4.403*** (2.933-5.896)","1.38 (-0.345-3.155)","-0.16* (-0.317--0.013)","-0.198* (-0.397--0.011)",NA,NA,NA,"0.063 (-0.052-0.182)",NA,NA,599.000018328665,30.5346039953738,5
387,"-3.124*** (-3.632--2.746)",NA,"0.931*** (0.569-1.276)","0.861*** (0.526-1.181)","5.293*** (3.781-6.807)","0.473 (-1.295-2.33)",NA,"-0.293** (-0.493--0.102)",NA,NA,"-3.134 (-7.936--0.621)","0.066 (-0.05-0.187)","-0.13 (-1.345-0.752)",NA,599.024428417342,30.5590140840507,6
388,"-2.952*** (-3.41--2.643)",NA,NA,"1*** (0.682-1.305)","5.726*** (4.387-7.067)","-0.199 (-1.741-1.418)",NA,NA,NA,NA,"-2.404 (-6.804--0.278)",NA,NA,NA,599.069509832716,30.6040954994254,2
389,"-3.132*** (-3.635--2.76)",NA,"0.932*** (0.57-1.277)","0.861*** (0.526-1.181)","5.305*** (3.795-6.816)","0.457 (-1.305-2.311)",NA,"-0.291** (-0.491--0.099)",NA,NA,"-3.2 (-7.974--0.673)","0.067 (-0.05-0.187)",NA,"0.007 (-0.284-0.108)",599.075625446798,30.6102111135066,6
390,"-2.971*** (-3.441--2.726)","-0.292* (-0.531--0.069)","0.912*** (0.536-1.269)","0.9*** (0.558-1.227)","4.832*** (3.25-6.45)","1.142 (-0.709-3.041)","-0.175* (-0.332--0.026)",NA,"-0.202* (-0.365--0.048)",NA,"-0.837 (-5.292-0.063)","0.207* (0.038-0.384)",NA,"0.054 (-0.206-0.156)",599.174855664942,30.7094413316513,8
391,"-2.89*** (-3.104--2.702)","-0.44*** (-0.671--0.22)","0.934*** (0.571-1.28)","0.849*** (0.511-1.172)","5.184*** (3.672-6.707)","0.7 (-1.073-2.551)",NA,NA,"-0.082 (-0.195-0.024)","-0.106 (-0.277-0.031)",NA,NA,"-0.328 (-1.523-0.636)","0.03 (-0.248-0.156)",599.188930441254,30.7235161079633,7
392,"-2.816*** (-3.019--2.637)","-0.303** (-0.529--0.096)",NA,"0.931*** (0.601-1.246)","4.593*** (3.11-6.098)","1.198 (-0.524-2.97)","-0.161* (-0.318--0.013)","-0.152 (-0.354-0.025)","-0.053 (-0.165-0.054)",NA,NA,NA,NA,NA,599.219059358431,30.75364502514,5
393,"-2.806*** (-3.007--2.629)","-0.353** (-0.584--0.138)",NA,"0.938*** (0.609-1.252)","4.487*** (3.021-5.986)","1.272 (-0.432-3.013)","-0.188* (-0.344--0.042)",NA,"-0.09 (-0.2-0.015)","-0.104 (-0.261-0.023)",NA,NA,NA,NA,599.267796579182,30.8023822458905,5
394,"-3.005*** (-3.463--2.723)",NA,"0.961*** (0.597-1.307)","0.939*** (0.608-1.257)","6.131*** (4.651-7.617)","-0.305 (-2.002-1.478)",NA,NA,"-0.233** (-0.396--0.079)",NA,"-1.724 (-6.101--0.362)","0.21* (0.043-0.384)",NA,"0.024 (-0.24-0.116)",599.309206725547,30.8437923922555,6
395,"-2.813*** (-3.009--2.64)","-0.466*** (-0.689--0.254)",NA,"0.947*** (0.623-1.257)","5.081*** (3.688-6.483)","0.638 (-0.993-2.337)",NA,NA,NA,"-0.072 (-0.226-0.052)",NA,NA,NA,"0.05 (-0.159-0.138)",599.318105594274,30.8526912609834,4
396,"-2.994*** (-3.458--2.709)",NA,"0.963*** (0.6-1.308)","0.942*** (0.61-1.259)","6.132*** (4.651-7.619)","-0.303 (-2.002-1.482)",NA,NA,"-0.235** (-0.398--0.08)",NA,"-1.608 (-6.024--0.443)","0.21* (0.043-0.384)","-0.113 (-1.297-0.758)",NA,599.348351755616,30.8829374223252,6
397,"-3.073*** (-3.567--2.726)",NA,"0.922*** (0.562-1.264)","0.86*** (0.525-1.18)","5.507*** (3.977-7.039)","0.271 (-1.496-2.128)",NA,"-0.241* (-0.445--0.047)","-0.052 (-0.167-0.056)",NA,"-2.619 (-7.333--0.282)",NA,"-0.139 (-1.339-0.73)",NA,599.384901238472,30.9194869051807,6
398,"-2.955*** (-3.428--2.718)","-0.288* (-0.527--0.064)","0.917*** (0.542-1.273)","0.906*** (0.565-1.233)","4.837*** (3.253-6.457)","1.142 (-0.714-3.043)","-0.177* (-0.334--0.028)",NA,"-0.206* (-0.37--0.051)",NA,"-0.647 (-5.114--0.094)","0.209* (0.039-0.386)","-0.172 (-1.437-0.786)",NA,599.423714435979,30.9583001026882,8
399,"-2.796*** (-2.993--2.621)","-0.394*** (-0.627--0.178)","1.014*** (0.658-1.352)",NA,"4.416*** (2.967-5.894)","1.343 (-0.343-3.067)","-0.168* (-0.321--0.024)",NA,"-0.091 (-0.201-0.014)","-0.133 (-0.298--0.001)",NA,NA,NA,NA,599.429377290424,30.9639629571328,5
400,"-2.81*** (-3.006--2.635)","-0.463*** (-0.687--0.249)",NA,"0.951*** (0.627-1.261)","5.051*** (3.654-6.456)","0.677 (-0.96-2.383)",NA,NA,NA,"-0.073 (-0.227-0.051)",NA,NA,"-0.276 (-1.458-0.601)",NA,599.432734494286,30.9673201609952,4
401,"-3.082*** (-3.571--2.742)",NA,"0.923*** (0.563-1.266)","0.86*** (0.525-1.181)","5.519*** (3.99-7.048)","0.255 (-1.507-2.11)",NA,"-0.24* (-0.444--0.045)","-0.052 (-0.166-0.056)",NA,"-2.684 (-7.369--1.484)",NA,NA,"-0.001 (-0.3-0.103)",599.454307904132,30.9888935708412,6
