"","area","bordering_language_richness","L1_pop","bordering_language_richness_perkm","bordering_language_evenness","roughness","altitude_range","islands11km","small_family","isolate_or_mono","vehicularity","BIC","delta","weights","model_id","Nparam"
"240"," ","X"," "," ","X","X"," "," "," ","X"," ",594.616907073751,26.1514927404597,1.45198646321887e-06,404,4
"241"," "," "," ","X","X"," ","X"," ","X","X","X",594.62341578151,26.1580014482191,1.44726886596808e-06,1471,6
"242"," ","X"," ","X"," "," ","X"," ","X"," "," ",594.635937643419,26.1705233101278,1.43823592235107e-06,392,4
"243"," "," ","X"," ","X"," ","X","X","X","X"," ",594.662948959095,26.1975346258041,1.41894218069832e-06,1447,6
"244"," ","X"," ","X","X","X"," "," ","X","X","X",594.681521183517,26.216106850226,1.40582671448051e-06,1761,7
"245"," ","X"," "," ","X"," "," "," "," ","X","X",594.686975878747,26.2215615454564,1.4019977601615e-06,415,4
"246","X"," "," ","X"," ","X"," "," ","X","X"," ",594.713275351004,26.2478610177133,1.38368254360988e-06,724,5
"247"," ","X","X","X","X"," "," "," ","X","X","X",594.715273733422,26.2498594001314,1.38230067066877e-06,1715,7
"248","X","X"," "," ","X"," "," "," "," ","X"," ",594.766020075045,26.3006057417541,1.34766854109631e-06,251,4
"249"," ","X"," ","X"," ","X"," "," "," ","X"," ",594.800728721627,26.3353143883361,1.32448243703315e-06,389,4
"250"," "," "," ","X"," "," "," ","X","X","X","X",594.822716091829,26.3573017585379,1.3100012409046e-06,1002,5
"251"," ","X","X","X"," ","X"," ","X","X","X"," ",594.829762046174,26.3643477128826,1.30539425635278e-06,1722,7
"252","X"," "," ","X"," "," "," "," ","X","X","X",594.854741249294,26.3893269160026,1.28919179398005e-06,736,5
"253"," "," "," "," ","X","X","X"," "," ","X"," ",594.868600184865,26.4031858515737,1.28028926150339e-06,529,4
"254","X","X"," "," ","X"," ","X","X","X","X"," ",594.882663849498,26.4172495162067,1.2713180610548e-06,1601,7
"255"," "," "," ","X","X","X"," "," ","X","X","X",594.89280752753,26.4273931942384,1.26488646430973e-06,1467,6
"256"," "," "," ","X","X"," "," "," ","X"," "," ",594.952410492961,26.4869961596702,1.2277471245695e-06,179,3
"257"," ","X","X","X"," "," ","X","X","X","X"," ",594.971893842736,26.5064795094445,1.21584487926739e-06,1726,7
"258"," ","X"," ","X"," "," ","X"," "," ","X"," ",595.007098104983,26.5416837716915,1.19463067363049e-06,393,4
"259"," "," "," ","X"," ","X"," ","X","X","X"," ",595.109686828173,26.644272494882,1.13489792877652e-06,994,5
"260"," ","X"," ","X","X"," ","X"," ","X","X","X",595.127708808648,26.6622944753567,1.1247173122251e-06,1765,7
"261","X","X"," ","X"," "," "," "," ","X"," "," ",595.127798193668,26.662383860377,1.12466704690848e-06,244,4
"262"," ","X"," ","X"," "," "," "," "," ","X","X",595.150135963955,26.6847216306637,1.11217565713772e-06,400,4
"263"," "," "," ","X"," "," "," "," ","X"," "," ",595.153074170236,26.6876598369452,1.11054295598363e-06,43,2
"264","X"," "," ","X","X"," ","X"," ","X","X"," ",595.216876961745,26.7514626284539,1.07567422336809e-06,1233,6
"265"," ","X","X"," ","X"," "," "," ","X"," "," ",595.220522895183,26.7551085618917,1.07371509131731e-06,362,4
"266","X","X"," ","X","X","X"," "," ","X","X"," ",595.251295519473,26.7858811861818,1.05732102133102e-06,1563,7
"267"," "," ","X"," ","X","X","X","X","X","X"," ",595.29980294845,26.8343886151586,1.03198554085078e-06,1801,7
"268","X"," "," ","X"," "," "," ","X","X","X"," ",595.318387120647,26.8529727873563,1.02244065697143e-06,733,5
"269"," "," "," ","X","X"," "," ","X","X","X","X",595.328161784802,26.8627474515105,1.01745584109923e-06,1472,6
"270"," "," "," ","X","X","X"," ","X","X","X"," ",595.417733416641,26.9523190833496,9.72893577969532e-07,1464,6
"271"," ","X","X"," ","X","X"," ","X","X","X"," ",595.580827491349,27.115413158058,8.96705654367822e-07,1737,7
"272"," ","X"," ","X","X","X","X","X","X","X"," ",595.583531174477,27.1181168411855,8.95494269378572e-07,1964,8
"273","X"," "," ","X","X","X"," "," ","X","X"," ",595.592195659942,27.1267813266505,8.91623162180575e-07,1227,6
"274","X","X","X"," ","X"," "," ","X","X","X"," ",595.622306365058,27.1568920317674,8.78300005192835e-07,1537,7
"275","X","X"," ","X"," "," "," "," "," ","X"," ",595.627968042077,27.1625537087862,8.7581719558988e-07,245,4
"276","X","X","X","X"," "," "," ","X","X","X"," ",595.633778258139,27.1683639248479,8.73276544241576e-07,1517,7
"277","X","X"," ","X","X"," ","X"," ","X","X"," ",595.649010358825,27.1835960255335,8.6665088880643e-07,1569,7
"278"," "," "," ","X","X","X","X","X","X","X"," ",595.66621003015,27.2007956968587,8.59229789440239e-07,1808,7
"279"," ","X"," "," ","X","X","X"," "," ","X"," ",595.676139495673,27.2107251623818,8.54974515045536e-07,865,5
"280","X","X","X"," "," ","X","X"," ","X","X"," ",595.733202700825,27.2677883675341,8.30925432810034e-07,1544,7
"281"," ","X","X","X"," "," "," ","X","X","X","X",595.782373401467,27.3169590681758,8.1074591662233e-07,1730,7
"282","X","X"," ","X","X"," "," "," ","X","X","X",595.85289650694,27.3874821736492,7.8265591572956e-07,1575,7
"283","X"," "," ","X","X"," "," ","X","X","X"," ",595.866880049475,27.4014657161841,7.77202850093824e-07,1236,6
"284"," "," ","X"," ","X"," ","X"," ","X","X","X",595.879321527669,27.4139071943781,7.72383080744549e-07,1450,6
"285","X"," ","X"," ","X"," ","X"," ","X","X"," ",595.895329455176,27.429915121885,7.66225629443281e-07,1198,6
"286","X"," "," ","X","X"," "," "," ","X","X","X",595.946072201698,27.4806578684069,7.4702997276831e-07,1239,6
"287"," ","X"," "," "," "," ","X","X","X"," "," ",595.94654509453,27.4811307612384,7.46853361089188e-07,426,4
"288"," ","X","X"," ","X","X","X","X","X","X"," ",595.991227615231,27.5258132819403,7.3035272454083e-07,1957,8
"289"," ","X","X"," ","X"," "," ","X","X","X","X",596.000565938277,27.5351516049855,7.26950538560354e-07,1745,7
"290"," "," "," ","X","X","X","X"," ","X","X","X",596.060440286562,27.595025953271,7.05510226148981e-07,1811,7
"291"," "," "," "," "," "," "," "," ","X"," "," ",596.06964498742,27.6042306541286,7.02270681335609e-07,9,1
"292"," ","X","X"," "," ","X","X"," ","X","X","X",596.106583678891,27.6411693456,6.89419245446207e-07,1749,7
"293"," ","X"," "," "," ","X","X"," ","X"," "," ",596.113452930889,27.6480385975981,6.87055409950767e-07,417,4
"294"," ","X"," ","X"," "," ","X","X","X","X","X",596.116834020508,27.6514196872172,6.85894893222758e-07,1772,7
"295"," ","X"," "," ","X"," "," "," ","X"," ","X",596.162465435563,27.6970511022716,6.70422889466054e-07,414,4
"296"," "," "," ","X"," ","X","X"," ","X","X","X",596.165536321992,27.7001219887012,6.6939428307483e-07,1476,6
"297","X","X"," "," ","X"," "," "," ","X"," "," ",596.228647408677,27.7632330753858,6.48600980134597e-07,250,4
"298"," "," ","X"," "," "," ","X","X","X","X"," ",596.234560537354,27.7691462040628,6.4668618161411e-07,963,5
"299","X","X","X"," ","X"," ","X"," ","X","X"," ",596.248387004922,27.7829726716311,6.42230906778058e-07,1534,7
"300"," ","X"," ","X"," ","X"," ","X","X","X","X",596.310909979432,27.8454956461408,6.22464388609053e-07,1771,7
"301","X","X","X","X"," ","X"," "," ","X","X"," ",596.357884021339,27.8924696880483,6.08014906353837e-07,1508,7
"302"," ","X"," "," ","X","X"," "," ","X"," "," ",596.379723276624,27.9143089433328,6.01411727714025e-07,403,4
"303"," "," "," "," ","X"," ","X","X","X","X","X",596.497034025159,28.0316196918676,5.67150327688177e-07,1484,6
"304","X","X"," ","X"," "," ","X","X","X","X"," ",596.543669658169,28.0782553248778,5.54078614594578e-07,1586,7
"305"," ","X","X"," ","X"," ","X"," ","X","X","X",596.55747174624,28.0920574129492,5.50268057211114e-07,1744,7
"306"," ","X","X","X"," ","X"," "," ","X","X","X",596.563554520333,28.0981401870417,5.48597021491229e-07,1725,7
"307"," ","X"," "," ","X","X"," ","X","X","X","X",596.611083400982,28.145669067691,5.35713610159982e-07,1777,7
"308","X"," ","X"," "," "," ","X"," ","X","X"," ",596.686030544351,28.2206162110597,5.16009995898005e-07,695,5
"309"," "," "," ","X"," ","X","X","X","X","X"," ",596.71099172881,28.2455773955185,5.09609907078009e-07,1473,6
"310"," "," "," "," ","X"," "," "," "," ","X","X",596.717000472645,28.2515861393543,5.08081147015894e-07,211,3
"311"," "," ","X"," "," "," ","X"," ","X","X","X",596.726416170466,28.2610018371749,5.05694799431061e-07,966,5
"312"," "," ","X","X","X"," "," "," "," ","X"," ",596.7880010885,28.3225867552095,4.90360514823146e-07,440,4
"313","X","X"," ","X"," ","X"," ","X","X","X"," ",596.799143452226,28.3337291189347,4.87636223025749e-07,1582,7
"314","X","X"," "," "," ","X","X"," ","X","X","X",596.803644161437,28.3382298281464,4.86540102397908e-07,1609,7
"315","X"," "," ","X"," ","X","X"," ","X","X"," ",596.84517273912,28.3797584058292,4.76541608228966e-07,1243,6
"316","X"," "," ","X","X","X","X"," ","X","X"," ",596.870282170521,28.4048678372301,4.70596163595411e-07,1671,7
"317","X","X"," "," ","X"," "," ","X","X","X","X",596.885219864732,28.4198055314405,4.67094445976183e-07,1605,7
"318","X","X"," "," ","X","X"," ","X","X","X"," ",596.901103750628,28.4356894173372,4.63399500479272e-07,1597,7
"319"," ","X"," "," ","X","X","X","X","X","X","X",596.960298654993,28.494884321702,4.49885039283604e-07,1971,8
"320","X"," "," "," ","X"," ","X","X","X","X"," ",596.97946955347,28.5140552201793,4.45593291104207e-07,1265,6
"321"," ","X"," "," "," "," ","X","X"," ","X"," ",596.994765285455,28.5293509521636,4.42198451512944e-07,427,4
"322","X","X","X"," ","X","X"," "," ","X","X"," ",597.071783698821,28.6063693655301,4.25493452431123e-07,1528,7
"323"," ","X","X","X","X","X","X"," ","X","X"," ",597.113656071724,28.6482417384333,4.16677846764261e-07,1939,8
"324","X","X"," ","X"," "," "," ","X","X","X","X",597.119769624087,28.6543552907959,4.15406100558994e-07,1590,7
"325","X","X","X","X"," "," ","X"," ","X","X"," ",597.13233869398,28.6669243606887,4.12803652556194e-07,1514,7
"326"," "," "," "," ","X","X","X","X","X","X","X",597.137743682605,28.6723293493137,4.1168955912661e-07,1815,7
"327"," "," ","X"," ","X","X","X"," ","X","X","X",597.172648994975,28.7072346616837,4.0456681895896e-07,1804,7
"328"," "," ","X","X"," "," "," "," ","X"," "," ",597.195495243805,28.7300809105144,3.9997169714294e-07,152,3
"329"," "," "," "," ","X"," "," ","X"," ","X"," ",597.204294111651,28.7388797783601,3.98215913150111e-07,207,3
"330","X","X"," "," ","X"," ","X"," ","X","X","X",597.206483606771,28.7410692734804,3.97780205789074e-07,1604,7
"331","X"," ","X"," ","X","X","X"," ","X","X"," ",597.218815286358,28.7534009530668,3.95335102571037e-07,1650,7
"332"," "," "," "," ","X","X"," "," "," ","X"," ",597.221692951568,28.7562786182767,3.94766690558509e-07,200,3
"333"," "," ","X","X"," "," "," "," "," ","X"," ",597.260129609465,28.7947152761737,3.8725237204335e-07,153,3
"334"," ","X","X","X"," "," ","X"," ","X","X","X",597.275154506204,28.8097401729133,3.84354058937057e-07,1729,7
"335"," ","X","X"," "," "," "," ","X","X"," "," ",597.444265734678,28.9788514013868,3.53190842806827e-07,374,4
"336"," "," ","X"," ","X","X"," ","X","X","X"," ",597.448705930768,28.9832915974773,3.52407594273087e-07,1443,6
"337","X","X"," "," ","X","X","X","X","X","X"," ",597.455686924805,28.9902725915139,3.51179660911645e-07,1893,8
"338","X","X","X","X"," "," "," "," ","X","X","X",597.492553038772,29.0271387054812,3.44765642801818e-07,1520,7
"339"," "," ","X"," ","X"," "," "," ","X"," "," ",597.517809835924,29.0523955026332,3.40439180491696e-07,158,3
"340","X"," "," "," ","X"," "," "," "," ","X"," ",597.531095353459,29.065681020168,3.38185219687898e-07,95,3
"341","X"," "," "," ","X"," ","X"," ","X","X","X",597.546797573465,29.0813832401744,3.35540485959463e-07,1268,6
"342"," ","X"," ","X","X"," "," ","X","X"," "," ",597.547962221795,29.082547888504,3.35345149506315e-07,837,5
"343"," ","X","X"," ","X","X"," "," ","X","X","X",597.552793914688,29.0873795813968,3.34535984920798e-07,1740,7
"344","X","X","X"," ","X"," "," "," ","X","X","X",597.659034228843,29.1936198955518,3.17229121940649e-07,1540,7
"345"," "," "," "," ","X"," ","X"," ","X"," "," ",597.724027297833,29.2586129645424,3.07085975984872e-07,203,3
"346","X"," ","X"," ","X"," "," ","X","X","X"," ",597.817218378627,29.3518040453358,2.9310538498067e-07,1201,6
"347","X"," "," "," ","X","X","X","X","X","X"," ",597.817608388667,29.352194055376,2.93048233531775e-07,1689,7
"348"," "," ","X"," ","X"," "," ","X","X","X","X",597.862193388842,29.396779055551,2.86587733653414e-07,1451,6
"349","X","X"," ","X"," ","X"," "," ","X","X","X",597.917693327952,29.4522789946607,2.78744264112796e-07,1585,7
"350","X"," ","X"," ","X","X"," "," ","X","X"," ",597.986000349843,29.5205860165524,2.6938490606657e-07,1192,6
"351"," ","X","X"," "," "," ","X"," "," ","X"," ",598.057231371781,29.5918170384899,2.59959467199013e-07,372,4
"352"," "," ","X"," ","X","X"," "," ","X","X","X",598.070926594729,29.6055122614375,2.58185446602541e-07,1446,6
"353","X","X","X"," "," "," ","X","X","X","X"," ",598.11336179388,29.6479474605884,2.52765078130764e-07,1551,7
"354"," ","X"," ","X","X","X","X"," ","X","X","X",598.14739292654,29.6819785932485,2.48500521989265e-07,1967,8
"355"," "," ","X","X","X"," "," "," ","X"," "," ",598.16908442977,29.7036700964784,2.45819909954454e-07,439,4
"356"," ","X","X"," "," "," ","X"," ","X"," "," ",598.173855380025,29.708441046734,2.45234211535581e-07,371,4
"357"," ","X"," ","X","X"," "," ","X"," ","X"," ",598.191851155788,29.7264368224972,2.43037519211765e-07,838,5
"358","X","X"," ","X"," "," ","X"," ","X","X","X",598.316403156247,29.8509888229555,2.2836376800427e-07,1589,7
"359"," "," "," "," "," "," ","X"," "," ","X"," ",598.327424121013,29.8620097877218,2.271088343043e-07,59,2
"360","X","X"," "," ","X","X"," "," ","X","X","X",598.332005026658,29.8665906933666,2.26589247505463e-07,1600,7
"361"," "," "," "," "," "," ","X","X","X","X","X",598.340186675372,29.874772342081,2.25664204077817e-07,1023,5
"362"," ","X","X","X"," ","X","X","X","X","X"," ",598.379757163802,29.9143428305114,2.21243261618672e-07,1951,8
"363"," ","X","X","X","X"," "," "," "," ","X"," ",598.420920716001,29.95550638271,2.16736222876595e-07,776,5
"364"," "," ","X"," "," ","X","X","X","X","X"," ",598.421256599357,29.9558422660659,2.16699826887941e-07,1452,6
"365","X","X"," "," "," "," "," ","X","X"," "," ",598.424579929697,29.9591655964058,2.16340043335954e-07,262,4
"366"," ","X","X"," "," "," ","X","X","X","X","X",598.448272685536,29.9828583522448,2.13792317877658e-07,1751,7
"367","X"," ","X"," ","X"," "," "," ","X","X","X",598.475342070429,30.0099277371376,2.10918198642918e-07,1204,6
"368"," ","X"," "," "," "," "," ","X","X"," ","X",598.500338575863,30.0349242425715,2.08298494656012e-07,433,4
"369","X","X"," "," "," "," ","X"," "," ","X"," ",598.551903638783,30.0864893054915,2.0299667304638e-07,260,4
"370"," ","X"," "," "," "," ","X"," "," ","X","X",598.555887429445,30.0904730961539,2.02592727363403e-07,431,4
"371"," ","X","X","X","X"," "," "," ","X"," "," ",598.643876921615,30.1784625883236,1.93872930794925e-07,775,5
"372"," ","X","X"," "," "," "," ","X"," ","X"," ",598.673747175842,30.2083328425512,1.90998929141813e-07,375,4
"373","X"," "," "," "," "," ","X"," ","X","X","X",598.693380177797,30.2279658445057,1.89133160609222e-07,770,5
"374"," ","X"," "," "," ","X"," ","X","X"," "," ",598.733436875671,30.2680225423804,1.8538281762709e-07,420,4
"375"," "," ","X","X"," ","X"," ","X","X","X"," ",598.743248570834,30.2778342375427,1.84475584971768e-07,1428,6
"376","X"," "," "," "," "," ","X","X","X","X"," ",598.796281766654,30.3308674333631,1.79648205750642e-07,767,5
"377","X"," "," "," ","X","X","X"," ","X","X","X",598.839559617052,30.3741452837614,1.7580256943903e-07,1692,7
"378","X","X"," ","X","X","X","X"," ","X","X"," ",598.845083690046,30.3796693567546,1.75317666294412e-07,1875,8
"379"," "," ","X","X"," "," ","X","X","X","X"," ",598.846597904013,30.3811835707224,1.7518498229918e-07,1432,6
"380"," ","X","X","X"," "," "," ","X","X"," "," ",598.876556017029,30.4111416837377,1.72580432101188e-07,787,5
"381"," ","X"," "," "," "," ","X"," ","X"," ","X",598.896374130765,30.4309597974735,1.7087876765386e-07,430,4
"382"," ","X"," ","X"," ","X","X"," "," ","X"," ",598.90108365353,30.4356693202393,1.70476862311933e-07,845,5
"383","X","X","X"," "," "," "," "," ","X"," "," ",598.918217473286,30.4528031399954,1.6902264038432e-07,237,4
"384","X","X"," "," "," "," ","X"," ","X"," "," ",598.918277612123,30.452863278832,1.69017558048256e-07,259,4
"385","X","X","X"," "," "," "," "," "," ","X"," ",598.945586792428,30.480172459137,1.66725377571245e-07,238,4
"386"," ","X"," ","X","X","X"," "," "," ","X"," ",599.000018328665,30.5346039953738,1.62249008565972e-07,831,5
"387"," "," ","X","X"," ","X"," "," ","X","X","X",599.024428417342,30.5590140840507,1.60280787766252e-07,1431,6
"388"," "," ","X"," "," "," "," "," "," ","X"," ",599.069509832716,30.6040954994254,1.56708359172038e-07,37,2
"389","X"," ","X","X"," ","X"," "," ","X","X"," ",599.075625446798,30.6102111135066,1.56229907127858e-07,1172,6
"390","X","X","X"," ","X","X","X"," ","X","X"," ",599.174855664942,30.7094413316513,1.48667694483392e-07,1854,8
"391","X","X"," "," "," "," ","X","X","X","X","X",599.188930441254,30.7235161079633,1.47625134961783e-07,1611,7
"392"," ","X"," ","X","X"," ","X"," "," ","X"," ",599.219059358431,30.75364502514,1.45417909301103e-07,835,5
"393"," ","X"," "," ","X"," ","X","X"," ","X"," ",599.267796579182,30.8023822458905,1.4191710503362e-07,874,5
"394","X"," ","X"," "," ","X","X"," ","X","X"," ",599.309206725547,30.8437923922555,1.39008912056722e-07,1208,6
"395","X","X"," "," "," "," "," ","X"," ","X"," ",599.318105594274,30.8526912609834,1.38391775000081e-07,263,4
"396"," "," ","X"," "," ","X","X"," ","X","X","X",599.348351755616,30.8829374223252,1.36314611169098e-07,1455,6
"397"," "," ","X","X"," "," ","X"," ","X","X","X",599.384901238472,30.9194869051807,1.33846121104941e-07,1435,6
"398"," ","X","X"," ","X","X","X"," ","X","X","X",599.423714435979,30.9583001026882,1.31273665183039e-07,1960,8
"399"," ","X"," "," ","X"," ","X","X","X"," "," ",599.429377290424,30.9639629571328,1.3090249906676e-07,873,5
"400"," ","X"," "," "," "," "," ","X"," ","X","X",599.432734494286,30.9673201609952,1.30682950198159e-07,434,4
"401","X"," ","X","X"," "," ","X"," ","X","X"," ",599.454307904132,30.9888935708412,1.29280887190369e-07,1178,6
"402"," "," "," ","X","X"," ","X"," "," ","X"," ",599.470567477079,31.005153143788,1.28234121936775e-07,499,4
"403"," ","X"," "," ","X","X","X"," ","X"," "," ",599.478312460503,31.0128981272122,1.27738496634177e-07,864,5
"404","X"," ","X"," "," ","X"," "," ","X","X"," ",599.503823600276,31.0384092669851,1.26119467087335e-07,689,5
"405"," ","X"," ","X","X"," "," "," "," ","X","X",599.506962898931,31.0415485656403,1.25921659035879e-07,842,5
