"ID","(Intercept)","bordering_language_evenness","small_family","isolate_or_mono","weighted_sums","res","bordering_language_richness","bordering_language_richness_perkm","altitude_range","area","L1_pop","roughness","vehicularity","islands11km","BIC","delta","Nparam"
869,"-2.708*** (-2.884--2.554)",NA,"1.013*** (0.693-1.321)",NA,"6.015*** (5.022-7.034)","-0.772 (-1.915-0.387)","-0.365*** (-0.545--0.193)",NA,NA,"0.089** (-0.007-0.153)","-0.097 (NA-0.044)",NA,NA,"-0.054 (-0.184-0.055)",812.305928159861,42.1338098517901,5
870,"-2.711*** (-2.911--2.545)","-0.225*** (-0.36--0.096)",NA,"0.932*** (0.634-1.221)","5.462*** (4.38-6.571)","-0.195 (-1.428-1.053)",NA,"-0.217* (-0.405--0.039)","-0.051 (-0.144-0.038)",NA,"-0.205 (-1.465-0.057)",NA,"-0.156 (-0.991-0.501)",NA,812.344377157042,42.1722588489715,6
871,"-2.771*** (-2.961--2.601)","-0.216** (-0.355--0.083)","0.883*** (0.547-1.204)","0.854*** (0.549-1.149)","5.742*** (4.574-6.949)","-0.404 (-1.724-0.923)",NA,"-0.19* (-0.38--0.012)","-0.123 (-0.266-0.014)","0.021 (-0.126-0.099)",NA,"0.092 (-0.05-0.237)","-0.298 (-1.146-0.361)","-0.048 (-0.184-0.069)",812.378107556984,42.2059892489129,9
872,"-2.769*** (-2.949--2.606)",NA,"0.943*** (0.617-1.255)","0.91*** (0.612-1.196)","6.919*** (5.87-7.999)","-1.652** (-2.83--0.454)",NA,NA,"-0.134 (-0.275-0.001)","0.032 (-0.108-0.107)",NA,"0.076 (-0.064-0.219)","-0.244 (-1.078-0.403)","-0.009 (-0.143-0.104)",812.397598910972,42.225480602901,7
873,"-2.729*** (-2.916--2.569)",NA,"0.988*** (0.664-1.298)",NA,"5.922*** (4.916-6.948)","-0.578 (-1.74-0.608)","-0.298*** (-0.473--0.13)","-0.24** (-0.427--0.064)","-0.03 (-0.123-0.059)","0.071 (-0.039-0.14)","-0.141 (-1.309-0.042)",NA,NA,NA,812.402461522181,42.2303432141105,6
874,"-2.721*** (-2.903--2.563)",NA,NA,"0.936*** (0.642-1.219)","6.183*** (5.203-7.189)","-0.933 (-2.062-0.215)","-0.325*** (-0.501--0.157)",NA,NA,"0.088* (-0.011-0.157)","-0.089 (NA-0.054)",NA,"-0.043 (-0.929-0.646)",NA,812.451673293432,42.2795549853611,5
875,"-2.672*** (-2.844--2.516)","-0.252*** (-0.386--0.126)",NA,"0.972*** (0.677-1.257)","5.538*** (4.472-6.633)","-0.373 (-1.586-0.851)",NA,NA,NA,"0.04 (-0.07-0.107)",NA,"-0.025 (-0.115-0.068)","-0.308 (-1.133-0.332)",NA,812.501242985833,42.3291246777618,5
876,"-2.802*** (-3.012--2.627)",NA,"0.925*** (0.594-1.242)","0.867*** (0.565-1.158)","6.575*** (5.498-7.68)","-1.25* (-2.468--0.007)",NA,"-0.242** (-0.43--0.064)","-0.096 (-0.235-0.037)","0.033 (-0.109-0.108)","-0.278 (-1.6-0.035)","0.076 (-0.063-0.219)","-0.13 (-1.011-0.557)",NA,812.525432169426,42.3533138613554,8
877,"-2.809*** (-3.013--2.636)",NA,"0.928*** (0.598-1.245)","0.867*** (0.564-1.158)","6.56*** (5.471-7.678)","-1.238* (-2.467-0.015)",NA,"-0.242** (-0.43--0.064)","-0.099 (-0.241-0.036)","0.028 (-0.113-0.098)","-0.336 (-1.619-0.007)","0.078 (-0.062-0.222)",NA,"-0.017 (-0.151-0.097)",812.558258883926,42.386140575855,8
878,"-2.7*** (-2.866--2.549)",NA,"1.019*** (0.7-1.325)",NA,"6.162*** (5.15-7.199)","-0.859 (-2.011-0.313)","-0.328*** (-0.506--0.16)",NA,"-0.113 (-0.251-0.019)",NA,NA,"0.047 (-0.089-0.187)",NA,"-0.074 (-0.205-0.038)",812.583536447633,42.4114181395616,5
879,"-2.71*** (-2.88--2.557)",NA,NA,"0.935*** (0.641-1.218)","6.185*** (5.178-7.219)","-0.899 (-2.056-0.276)","-0.301*** (-0.479--0.132)",NA,"-0.075 (-0.167-0.012)",NA,"-0.048 (NA-0.065)",NA,NA,"-0.049 (-0.176-0.06)",812.617782063872,42.4456637558015,5
880,"-2.687*** (-2.873--2.529)","-0.254*** (-0.389--0.126)",NA,"0.972*** (0.675-1.257)","5.487*** (4.395-6.614)","-0.336 (-1.573-0.906)",NA,NA,NA,NA,"-0.179 (-1.327-0.044)","-0.027 (-0.118-0.065)",NA,"-0.021 (-0.147-0.087)",812.62292943722,42.4508111291491,5
881,"-2.734*** (-2.922--2.573)",NA,NA,"0.887*** (0.589-1.174)","5.845*** (4.812-6.903)","-0.519 (-1.713-0.694)","-0.299*** (-0.479--0.126)","-0.244** (-0.426--0.073)",NA,"0.071 (-0.038-0.139)","-0.134 (-1.282-0.042)",NA,NA,"-0.043 (-0.169-0.066)",812.650633216901,42.4785149088301,6
882,"-2.693*** (-2.87--2.534)","-0.235*** (-0.373--0.104)",NA,"0.932*** (0.634-1.219)","5.399*** (4.295-6.535)","-0.13 (-1.387-1.136)",NA,"-0.213* (-0.401--0.036)","-0.057 (-0.152-0.032)",NA,NA,NA,"-0.287 (-1.073-0.304)","-0.038 (-0.167-0.072)",812.651303265816,42.4791849577448,6
883,"-2.7*** (-2.868--2.549)",NA,"1.014*** (0.696-1.32)",NA,"6.093*** (5.097-7.112)","-0.809 (-1.955-0.356)","-0.33*** (-0.507--0.161)",NA,"-0.078 (-0.17-0.009)",NA,"-0.051 (NA-0.063)",NA,NA,"-0.072 (-0.203-0.04)",812.666680939816,42.4945626317455,5
884,"-2.736*** (-2.923--2.576)",NA,NA,"0.898*** (0.601-1.184)","5.987*** (4.972-7.023)","-0.64 (-1.811-0.554)","-0.281** (-0.457--0.113)","-0.224* (-0.411--0.048)","-0.033 (-0.126-0.056)","0.07 (-0.04-0.138)","-0.13 (-1.281-0.044)",NA,NA,NA,812.682731232961,42.5106129248903,6
885,"-2.683*** (-2.875--2.523)","-0.251*** (-0.384--0.124)",NA,"0.973*** (0.677-1.259)","5.528*** (4.464-6.623)","-0.373 (-1.585-0.849)",NA,NA,NA,NA,"-0.137 (-1.337-0.06)","-0.026 (-0.117-0.066)","-0.092 (-0.901-0.556)",NA,812.683398072769,42.5112797646984,5
886,"-2.689*** (-2.859--2.534)","-0.193** (-0.33--0.063)","0.994*** (0.669-1.305)",NA,"5.481*** (4.4-6.595)","-0.193 (-1.415-1.033)","-0.247** (-0.428--0.079)",NA,"-0.129 (-0.268-0.004)",NA,NA,"0.061 (-0.076-0.202)",NA,"-0.091 (-0.223-0.023)",812.695421830701,42.5233035226298,6
887,"-2.713*** (-2.888--2.554)",NA,"0.983*** (0.659-1.293)",NA,"5.758*** (4.739-6.801)","-0.433 (-1.615-0.77)","-0.32*** (-0.499--0.15)","-0.26** (-0.441--0.089)",NA,"0.068 (-0.052-0.143)",NA,NA,"-0.191 (-1.073-0.494)","-0.062 (-0.194-0.049)",812.705150587086,42.5330322790148,6
888,"-2.797*** (-2.987--2.627)",NA,"0.894*** (0.561-1.212)","0.81*** (0.504-1.104)","6.167*** (5.065-7.301)","-0.763 (-2.024-0.515)","-0.273** (-0.457--0.099)","-0.204* (-0.392--0.028)","-0.088 (-0.23-0.047)","0.059 (-0.08-0.138)",NA,"0.062 (-0.079-0.206)","-0.161 (-1.051-0.537)","-0.057 (-0.193-0.059)",812.715074748252,42.5429564401813,9
889,"-2.719*** (-2.889--2.565)",NA,NA,"0.951*** (0.657-1.233)","6.372*** (5.367-7.403)","-1.067 (-2.206-0.091)","-0.28** (-0.453--0.115)",NA,"-0.107 (-0.241-0.022)",NA,"-0.049 (NA-0.064)","0.055 (-0.081-0.195)",NA,NA,812.718033126035,42.5459148179639,5
890,"-2.811*** (-3.005--2.638)",NA,"0.911*** (0.579-1.229)","0.822*** (0.517-1.115)","6.18*** (5.079-7.315)","-0.784 (-2.045-0.494)","-0.257** (-0.439--0.084)","-0.217* (-0.404--0.04)","-0.091 (-0.232-0.044)",NA,"-0.096 (NA-0.052)","0.065 (-0.075-0.208)","0.104 (-0.757-0.759)","-0.062 (-0.198-0.055)",812.719100808361,42.5469825002904,9
891,"-2.695*** (-2.872--2.536)","-0.229*** (-0.364--0.1)",NA,"0.935*** (0.638-1.222)","5.482*** (4.401-6.591)","-0.209 (-1.442-1.039)",NA,"-0.207* (-0.396--0.03)","-0.052 (-0.145-0.037)","0.03 (-0.096-0.1)",NA,NA,"-0.361 (-1.193-0.281)",NA,812.72097941691,42.548861108839,6
892,"-2.67*** (-2.843--2.515)","-0.255*** (-0.39--0.127)",NA,"0.975*** (0.68-1.26)","5.515*** (4.422-6.644)","-0.353 (-1.593-0.891)",NA,NA,NA,"0.041 (-0.069-0.108)",NA,NA,"-0.309 (-1.134-0.333)","-0.013 (-0.139-0.095)",812.733333613947,42.5612153058762,5
893,"-2.677*** (-2.859--2.523)","-0.24*** (-0.372--0.115)","1.011*** (0.687-1.322)",NA,"5.706*** (4.634-6.806)","-0.485 (-1.69-0.732)",NA,NA,"-0.133 (-0.268--0.004)",NA,"-0.196 (-1.354-0.04)","0.071 (-0.065-0.21)",NA,NA,812.752347196272,42.5802288882007,5
894,"-2.714*** (-2.899--2.554)","-0.189** (-0.327--0.058)",NA,"0.933*** (0.635-1.22)","5.518*** (4.46-6.607)","-0.287 (-1.49-0.927)","-0.239** (-0.419--0.069)",NA,NA,"0.073* (-0.024-0.137)","-0.095 (NA-0.047)","-0.02 (-0.111-0.073)",NA,NA,812.755976807524,42.5838584994528,6
895,"-2.711*** (-2.888--2.557)",NA,"1.008*** (0.688-1.316)",NA,"6.113*** (5.142-7.108)","-0.867 (-1.989-0.274)","-0.345*** (-0.52--0.178)",NA,NA,"0.087* (-0.01-0.151)","-0.096 (NA-0.046)","-0.03 (-0.12-0.061)",NA,NA,812.761860139181,42.5897418311102,5
896,"-2.726*** (-2.918--2.564)",NA,"0.987*** (0.662-1.298)",NA,"5.874*** (4.875-6.893)","-0.547 (-1.707-0.636)","-0.299*** (-0.475--0.131)","-0.257** (-0.438--0.086)",NA,"0.075 (-0.036-0.148)","-0.129 (-1.319-0.05)",NA,"-0.087 (-0.984-0.608)",NA,812.777644954993,42.6055266469216,6
897,"-2.717*** (-2.893--2.561)",NA,"0.991*** (0.669-1.3)",NA,"5.797*** (4.775-6.842)","-0.455 (-1.638-0.75)","-0.298*** (-0.474--0.13)","-0.255** (-0.441--0.08)","-0.042 (-0.136-0.048)",NA,"-0.077 (NA-0.055)",NA,NA,"-0.074 (-0.206-0.038)",812.79583082074,42.623712512669,6
898,"-2.713*** (-2.884--2.558)",NA,NA,"0.925*** (0.63-1.209)","6.108*** (5.099-7.146)","-0.86 (-2.019-0.314)","-0.336*** (-0.515--0.165)",NA,NA,"0.076* (-0.025-0.138)",NA,"-0.029 (-0.12-0.064)",NA,"-0.035 (-0.161-0.073)",812.79967601628,42.6275577082095,5
899,"-2.786*** (-2.999--2.609)","-0.209** (-0.348--0.075)","0.885*** (0.55-1.206)","0.849*** (0.542-1.144)","5.647*** (4.483-6.852)","-0.355 (-1.677-0.973)",NA,"-0.196* (-0.386--0.016)","-0.056 (-0.152-0.036)","0.029 (-0.107-0.103)","-0.206 (-1.498-0.048)",NA,"-0.136 (-1.02-0.562)","-0.042 (-0.179-0.074)",812.802543557048,42.6304252489768,9
900,"-2.799*** (-3.006--2.625)",NA,"0.929*** (0.599-1.246)","0.868*** (0.566-1.159)","6.556*** (5.467-7.674)","-1.232* (-2.463-0.022)",NA,"-0.247** (-0.435--0.069)","-0.1 (-0.242-0.035)",NA,"-0.224 (-1.497-0.044)","0.077 (-0.063-0.221)","-0.08 (-0.929-0.587)","-0.019 (-0.153-0.095)",812.805936638722,42.6338183306509,8
901,"-2.664*** (-2.828--2.515)","-0.252*** (-0.386--0.125)","1.014*** (0.691-1.324)",NA,"5.626*** (4.539-6.744)","-0.402 (-1.626-0.83)",NA,NA,"-0.146* (-0.284--0.013)",NA,NA,"0.077 (-0.061-0.218)",NA,"-0.057 (-0.189-0.054)",812.807589062037,42.6354707539665,5
902,"-2.71*** (-2.89--2.549)","-0.201** (-0.339--0.07)",NA,"0.942*** (0.645-1.229)","5.601*** (4.539-6.692)","-0.335 (-1.541-0.882)","-0.195* (-0.374--0.029)",NA,"-0.072 (-0.163-0.014)",NA,"-0.058 (NA-0.067)",NA,"0.031 (-0.795-0.669)",NA,812.811317743761,42.63919943569,6
903,"-2.73*** (-2.918--2.57)",NA,"0.988*** (0.664-1.299)",NA,"5.88*** (4.882-6.898)","-0.555 (-1.713-0.628)","-0.3*** (-0.476--0.132)","-0.256** (-0.44--0.081)",NA,"0.072 (-0.037-0.141)","-0.146 (-1.319-0.041)","-0.001 (-0.094-0.093)",NA,NA,812.824796736841,42.6526784287703,6
904,"-2.702*** (-2.871--2.549)",NA,"1.004*** (0.685-1.311)",NA,"6.007*** (5.01-7.029)","-0.763 (-1.911-0.402)","-0.365*** (-0.543--0.194)",NA,NA,"0.078* (-0.024-0.14)",NA,"-0.037 (-0.127-0.055)",NA,"-0.058 (-0.188-0.053)",812.828471641713,42.6563533336425,5
905,"-2.813*** (-3.013--2.638)",NA,"0.902*** (0.569-1.22)","0.81*** (0.503-1.104)","6.044*** (4.957-7.165)","-0.694 (-1.949-0.578)","-0.283** (-0.467--0.108)","-0.226* (-0.412--0.05)",NA,"0.068 (-0.055-0.143)","-0.126 (NA-0.042)","-0.002 (-0.097-0.095)","0.003 (-0.903-0.702)","-0.048 (-0.183-0.068)",812.865732398678,42.6936140906073,9
906,"-2.703*** (-2.885--2.546)","-0.174* (-0.31--0.044)","0.986*** (0.662-1.297)",NA,"5.595*** (4.541-6.677)","-0.325 (-1.52-0.881)","-0.255** (-0.436--0.085)",NA,"-0.067 (-0.158-0.02)","0.073* (-0.027-0.138)","-0.099 (NA-0.047)",NA,NA,NA,812.866432408414,42.6943141003431,6
907,"-2.711*** (-2.9--2.549)","-0.191** (-0.329--0.06)",NA,"0.935*** (0.638-1.222)","5.518*** (4.458-6.608)","-0.285 (-1.491-0.929)","-0.238** (-0.419--0.068)",NA,NA,"0.077* (-0.023-0.146)","-0.088 (NA-0.054)",NA,"-0.084 (-0.969-0.611)",NA,812.887563394811,42.7154450867399,6
908,"-2.717*** (-2.921--2.546)","-0.221** (-0.356--0.092)",NA,"0.927*** (0.628-1.215)","5.393*** (4.316-6.5)","-0.155 (-1.389-1.09)",NA,"-0.241** (-0.423--0.068)",NA,"0.039 (-0.078-0.109)","-0.304 (-1.622-0.034)",NA,"-0.22 (-1.095-0.467)",NA,812.911396917587,42.7392786095163,6
909,"-2.681*** (-2.874--2.521)","-0.255*** (-0.389--0.127)",NA,"0.976*** (0.681-1.261)","5.495*** (4.402-6.623)","-0.343 (-1.581-0.899)",NA,NA,NA,NA,"-0.142 (-1.345-0.06)",NA,"-0.084 (-0.895-0.566)","-0.017 (-0.144-0.09)",812.91381667671,42.7416983686386,5
910,"-2.719*** (-2.892--2.562)",NA,"0.985*** (0.662-1.295)",NA,"5.769*** (4.751-6.812)","-0.447 (-1.628-0.754)","-0.325*** (-0.503--0.157)","-0.254** (-0.438--0.08)",NA,"0.06 (-0.057-0.126)",NA,"-0.009 (-0.102-0.086)",NA,"-0.065 (-0.196-0.046)",812.916545442446,42.7444271343752,6
911,"-2.791*** (-2.99--2.616)","-0.173* (-0.313--0.039)","0.891*** (0.557-1.211)","0.839*** (0.532-1.135)","5.647*** (4.504-6.835)","-0.387 (-1.685-0.909)","-0.247** (-0.435--0.069)",NA,NA,"0.07 (-0.041-0.142)","-0.11 (NA-0.043)","-0.023 (-0.116-0.071)","0.035 (-0.87-0.738)","-0.056 (-0.192-0.061)",812.930441027225,42.7583227191543,9
912,"-2.672*** (-2.856--2.517)","-0.249*** (-0.383--0.122)","1.001*** (0.679-1.311)",NA,"5.507*** (4.427-6.619)","-0.319 (-1.543-0.913)",NA,NA,"-0.09 (-0.181--0.003)",NA,"-0.22 (-1.398-0.035)",NA,NA,"-0.055 (-0.186-0.057)",812.938826753771,42.7667084456998,5
913,"-2.71*** (-2.881--2.555)",NA,NA,"0.935*** (0.64-1.218)","6.196*** (5.188-7.231)","-0.91 (-2.067-0.265)","-0.305*** (-0.483--0.135)",NA,"-0.075 (-0.167-0.012)",NA,NA,NA,"0.037 (-0.765-0.649)","-0.049 (-0.176-0.061)",812.940588733482,42.7684704254112,5
914,"-2.714*** (-2.886--2.559)",NA,"0.995*** (0.672-1.305)",NA,"5.875*** (4.84-6.935)","-0.513 (-1.702-0.696)","-0.299*** (-0.474--0.134)","-0.25** (-0.435--0.076)","-0.078 (-0.217-0.054)",NA,NA,"0.049 (-0.087-0.189)",NA,"-0.076 (-0.208-0.037)",812.946249351048,42.7741310429772,6
915,"-2.704*** (-2.881--2.546)","-0.195** (-0.334--0.063)",NA,"0.922*** (0.623-1.21)","5.411*** (4.328-6.531)","-0.186 (-1.417-1.047)","-0.254** (-0.437--0.083)",NA,NA,"0.064 (-0.038-0.127)",NA,"-0.026 (-0.117-0.067)",NA,"-0.051 (-0.18-0.059)",812.974287540768,42.8021692326967,6
916,"-2.69*** (-2.862--2.534)","-0.191** (-0.328--0.061)","0.987*** (0.664-1.298)",NA,"5.404*** (4.334-6.508)","-0.143 (-1.361-1.08)","-0.25** (-0.431--0.08)",NA,"-0.084 (-0.176-0.004)",NA,"-0.057 (NA-0.06)",NA,NA,"-0.088 (-0.221-0.025)",812.992846926083,42.8207286180117,6
917,"-2.701*** (-2.871--2.548)",NA,"1.014*** (0.696-1.32)",NA,"6.105*** (5.109-7.126)","-0.822 (-1.969-0.343)","-0.334*** (-0.513--0.164)",NA,"-0.078 (-0.17-0.009)",NA,NA,NA,"0.073 (-0.733-0.685)","-0.072 (-0.203-0.04)",812.998718530591,42.8266002225204,5
918,"-2.711*** (-2.884--2.555)",NA,NA,"0.93*** (0.636-1.214)","6.175*** (5.192-7.184)","-0.924 (-2.057-0.228)","-0.321*** (-0.496--0.155)",NA,NA,"0.083* (-0.022-0.153)",NA,"-0.026 (-0.117-0.066)","-0.153 (-1.016-0.523)",NA,813.004007107847,42.8318887997762,5
919,"-2.729*** (-2.929--2.559)","-0.226** (-0.363--0.095)",NA,"0.925*** (0.626-1.213)","5.343*** (4.237-6.483)","-0.114 (-1.373-1.152)",NA,"-0.242** (-0.425--0.069)",NA,"0.031 (-0.085-0.095)","-0.403 (-1.698--0.021)",NA,NA,"-0.028 (-0.155-0.08)",813.007229878262,42.8351115701911,6
920,"-2.71*** (-2.883--2.554)",NA,NA,"0.928*** (0.634-1.212)","6.127*** (5.12-7.163)","-0.879 (-2.035-0.291)","-0.333*** (-0.513--0.162)",NA,NA,"0.084* (-0.021-0.154)",NA,NA,"-0.141 (-1.01-0.542)","-0.03 (-0.156-0.078)",813.044466118835,42.8723478107643,5
921,"-2.718*** (-2.889--2.562)",NA,NA,"0.95*** (0.657-1.232)","6.38*** (5.374-7.412)","-1.075 (-2.216-0.084)","-0.282** (-0.456--0.117)",NA,"-0.107 (-0.241-0.022)",NA,NA,"0.054 (-0.082-0.194)","0.015 (-0.783-0.624)",NA,813.061604124761,42.8894858166902,5
922,"-2.7*** (-2.878--2.539)","-0.196** (-0.335--0.065)",NA,"0.926*** (0.628-1.213)","5.414*** (4.329-6.536)","-0.187 (-1.419-1.047)","-0.25** (-0.434--0.077)",NA,NA,"0.073 (-0.033-0.144)",NA,NA,"-0.172 (-1.041-0.516)","-0.047 (-0.175-0.063)",813.077128892263,42.9050105841917,6
923,"-2.724*** (-2.899--2.567)",NA,NA,"0.89*** (0.592-1.176)","5.913*** (4.879-6.972)","-0.565 (-1.759-0.648)","-0.3*** (-0.478--0.132)","-0.22* (-0.406--0.045)","-0.041 (-0.135-0.049)","0.058 (-0.058-0.125)",NA,NA,NA,"-0.05 (-0.178-0.061)",813.099763556351,42.9276452482803,6
924,"-2.684*** (-2.874--2.525)","-0.239*** (-0.371--0.113)","0.999*** (0.676-1.309)",NA,"5.62*** (4.56-6.707)","-0.429 (-1.63-0.784)",NA,NA,"-0.08 (-0.17-0.006)","0.036 (-0.071-0.099)","-0.312 (-1.577-0.015)",NA,NA,NA,813.104971824166,42.9328535160951,5
925,"-2.733*** (-2.925--2.57)",NA,NA,"0.894*** (0.597-1.18)","5.934*** (4.926-6.964)","-0.606 (-1.775-0.586)","-0.282** (-0.458--0.115)","-0.242** (-0.424--0.071)",NA,"0.075 (-0.036-0.147)","-0.115 (-1.281-0.053)",NA,"-0.112 (-1.002-0.582)",NA,813.11664884138,42.9445305333091,6
926,"-2.688*** (-2.876--2.531)",NA,"1.048*** (0.732-1.351)",NA,"6.514*** (5.561-7.49)","-1.413** (-2.498--0.308)",NA,NA,NA,"0.046 (-0.06-0.108)","-0.419 (-1.719--0.025)",NA,NA,NA,813.119906371631,42.9477880635599,3
927,"-2.671*** (-2.844--2.516)","-0.255*** (-0.39--0.127)",NA,"0.973*** (0.677-1.258)","5.499*** (4.407-6.626)","-0.344 (-1.582-0.9)",NA,NA,NA,NA,NA,"-0.028 (-0.119-0.064)","-0.196 (-0.963-0.384)","-0.018 (-0.145-0.09)",813.159524183418,42.9874058753469,5
928,"-2.711*** (-2.892--2.554)",NA,"1.013*** (0.692-1.321)",NA,"6.13*** (5.159-7.124)","-0.887 (-2.007-0.251)","-0.346*** (-0.522--0.179)",NA,NA,"0.089* (-0.01-0.158)","-0.096 (NA-0.051)",NA,"-0.013 (-0.906-0.677)",NA,813.18148334904,43.0093650409693,5
929,"-2.732*** (-2.907--2.575)",NA,NA,"0.905*** (0.609-1.19)","6.096*** (5.064-7.152)","-0.727 (-1.906-0.473)","-0.278** (-0.453--0.115)","-0.22* (-0.406--0.046)","-0.073 (-0.209-0.056)","0.059 (-0.057-0.125)",NA,"0.056 (-0.08-0.197)",NA,NA,813.187994903187,43.0158765951159,6
930,"-2.682*** (-2.853--2.528)","-0.256*** (-0.391--0.127)",NA,"0.976*** (0.681-1.261)","5.542*** (4.451-6.668)","-0.387 (-1.623-0.853)",NA,NA,NA,"0.024 (-0.085-0.083)",NA,"-0.026 (-0.117-0.066)",NA,"-0.016 (-0.143-0.092)",813.191141517213,43.0190232091422,5
931,"-2.738*** (-2.927--2.577)",NA,NA,"0.896*** (0.599-1.181)","5.943*** (4.935-6.973)","-0.616 (-1.784-0.575)","-0.284** (-0.46--0.116)","-0.242** (-0.427--0.068)",NA,"0.071 (-0.037-0.139)","-0.135 (-1.291-0.043)","0.003 (-0.091-0.098)",NA,NA,813.192852433674,43.0207341256028,6
932,"-2.731*** (-2.931--2.561)","-0.22** (-0.356--0.091)",NA,"0.929*** (0.63-1.217)","5.412*** (4.335-6.518)","-0.179 (-1.41-1.065)",NA,"-0.24** (-0.426--0.064)",NA,"0.032 (-0.083-0.096)","-0.394 (-1.687--0.018)","0.003 (-0.09-0.098)",NA,NA,813.235349428139,43.0632311200679,6
933,"-2.628*** (-2.785--2.484)",NA,NA,NA,"5.702*** (4.765-6.653)","-0.412 (-1.503-0.704)","-0.297*** (-0.462--0.143)","-0.291*** (-0.468--0.124)",NA,NA,NA,NA,NA,NA,813.277944794662,43.1058264865908,2
934,"-2.719*** (-2.893--2.563)",NA,NA,"0.945*** (0.651-1.227)","6.296*** (5.312-7.304)","-1.014 (-2.144-0.135)","-0.287** (-0.46--0.121)",NA,"-0.068 (-0.158-0.018)",NA,"-0.055 (NA-0.069)",NA,"0.087 (-0.734-0.716)",NA,813.280481546724,43.1083632386535,5
935,"-2.722*** (-2.894--2.566)",NA,"0.991*** (0.667-1.301)",NA,"6.01*** (4.991-7.052)","-0.652 (-1.819-0.538)","-0.296*** (-0.47--0.132)","-0.235** (-0.422--0.061)","-0.062 (-0.197-0.068)","0.059 (-0.058-0.125)",NA,"0.043 (-0.092-0.181)",NA,NA,813.295533086571,43.1234147785,6
936,"-2.699*** (-2.871--2.544)","-0.177** (-0.314--0.047)","0.99*** (0.665-1.302)",NA,"5.675*** (4.61-6.771)","-0.386 (-1.586-0.823)","-0.249** (-0.43--0.08)",NA,"-0.106 (-0.241-0.024)","0.063 (-0.041-0.126)",NA,"0.053 (-0.083-0.192)",NA,NA,813.31715772009,43.1450394120192,6
937,"-2.711*** (-2.913--2.543)","-0.226*** (-0.363--0.096)",NA,"0.925*** (0.626-1.214)","5.33*** (4.225-6.47)","-0.099 (-1.358-1.167)",NA,"-0.249** (-0.431--0.076)",NA,NA,"-0.24 (-1.521-0.051)",NA,"-0.142 (-0.979-0.516)","-0.029 (-0.157-0.079)",813.32765356298,43.1555352549095,6
938,"-2.66*** (-2.826--2.509)","-0.242*** (-0.373--0.117)","1.009*** (0.685-1.319)",NA,"5.714*** (4.642-6.814)","-0.487 (-1.694-0.731)",NA,NA,"-0.134 (-0.269--0.005)",NA,NA,"0.071 (-0.065-0.21)","-0.206 (-0.982-0.376)",NA,813.352844912067,43.1807266039964,5
939,"-2.714*** (-2.889--2.556)",NA,"0.982*** (0.659-1.292)",NA,"5.933*** (4.927-6.96)","-0.588 (-1.75-0.599)","-0.296*** (-0.47--0.131)","-0.239** (-0.426--0.063)","-0.032 (-0.125-0.057)","0.069 (-0.051-0.143)",NA,NA,"-0.214 (-1.088-0.462)",NA,813.35598363389,43.1838653258186,6
940,"-2.699*** (-2.87--2.545)",NA,"1.008*** (0.688-1.315)",NA,"6.031*** (5.037-7.051)","-0.791 (-1.934-0.369)","-0.362*** (-0.541--0.191)",NA,NA,"0.084* (-0.022-0.155)",NA,NA,"-0.113 (-0.992-0.576)","-0.052 (-0.182-0.058)",813.371002925334,43.1988846172632,5
941,"-2.706*** (-2.881--2.548)","-0.237*** (-0.375--0.106)",NA,"0.939*** (0.642-1.226)","5.453*** (4.353-6.586)","-0.192 (-1.445-1.069)",NA,"-0.203* (-0.391--0.026)","-0.057 (-0.152-0.033)","0.009 (-0.118-0.073)",NA,NA,NA,"-0.037 (-0.166-0.073)",813.389398198568,43.2172798904975,6
942,"-2.713*** (-2.887--2.555)",NA,"0.989*** (0.667-1.298)",NA,"5.814*** (4.792-6.86)","-0.472 (-1.656-0.733)","-0.301*** (-0.478--0.133)","-0.251** (-0.438--0.076)","-0.043 (-0.137-0.047)",NA,NA,NA,"-0.04 (-0.86-0.582)","-0.073 (-0.205-0.04)",813.422588750084,43.250470442013,6
943,"-2.689*** (-2.862--2.532)","-0.19** (-0.327--0.059)","0.987*** (0.663-1.297)",NA,"5.421*** (4.35-6.526)","-0.16 (-1.38-1.064)","-0.254** (-0.436--0.082)",NA,"-0.084 (-0.176-0.004)",NA,NA,NA,"0.023 (-0.791-0.644)","-0.088 (-0.221-0.025)",813.446138618402,43.274020310331,6
944,"-2.722*** (-2.898--2.563)",NA,NA,"0.896*** (0.599-1.181)","5.995*** (4.981-7.032)","-0.646 (-1.818-0.548)","-0.278** (-0.453--0.114)","-0.223* (-0.41--0.048)","-0.035 (-0.128-0.054)","0.069 (-0.05-0.142)",NA,NA,"-0.226 (-1.093-0.448)",NA,813.472564551157,43.3004462430865,6
945,"-2.721*** (-2.916--2.555)","-0.226*** (-0.363--0.095)",NA,"0.926*** (0.627-1.215)","5.339*** (4.234-6.478)","-0.111 (-1.369-1.155)",NA,"-0.247** (-0.433--0.071)",NA,NA,"-0.309 (-1.532-0.004)","0 (-0.094-0.095)",NA,"-0.03 (-0.158-0.079)",813.474342658025,43.3022243499537,6
946,"-2.669*** (-2.834--2.52)","-0.242*** (-0.374--0.117)","1.013*** (0.69-1.323)",NA,"5.746*** (4.676-6.844)","-0.523 (-1.727-0.692)",NA,NA,"-0.132 (-0.267--0.003)","0.022 (-0.092-0.081)",NA,"0.071 (-0.065-0.21)",NA,NA,813.499515626418,43.3273973183473,5
